HUC8,CatalogingUnitDescription,DataType,Source,SampleType,SampleDate,Layer,Latitude,Longitude,PDepth,Salzone,SampleVolume,Units,Station,TotalDepth,SampleTime
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,3/9/1993,WC,38.3525,-77.2051,8.5,TF,15,Liter,RET2.2,9,9:55:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,3/9/1993,AP,38.13705,-76.22787,13,M,15,Liter,CB5.2,29,10:48:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,3/9/1993,BP,38.13705,-76.22787,28.5,P,15,Liter,CB5.2,29,10:48:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,3/9/1993,AP,38.1576,-76.598,5,M,15,Liter,LE2.2,12,11:25:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,3/9/1993,BP,38.1576,-76.598,11.5,M,15,Liter,LE2.2,12,11:25:00
2070010,Middle Potomac-Anacostia-Occoquan,PHYTP,MSU/PEARL,C,3/9/1993,AP,38.6082,-77.1739,6,TF,15,Liter,TF2.3,12.2,12:17:00
2070010,Middle Potomac-Anacostia-Occoquan,PHYTP,MSU/PEARL,C,3/9/1993,BP,38.6082,-77.1739,11.7,TF,15,Liter,TF2.3,12.2,12:17:00
2060005,Choptank,PHYTP,MSU/PEARL,C,3/10/1993,AP,38.5807,-76.0587,6,M,15,Liter,ET5.2,13.3,8:30:00
2060005,Choptank,PHYTP,MSU/PEARL,C,3/10/1993,BP,38.5807,-76.0587,12.8,M,15,Liter,ET5.2,13.3,8:30:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,3/10/1993,AP,38.55505,-76.42794,6,M,15,Liter,CB4.3C,26,8:31:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,3/10/1993,BP,38.55505,-76.42794,25.5,P,15,Liter,CB4.3C,26,8:31:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,3/10/1993,AP,36.9957,-76.02048,4.6,P,15,Liter,CB7.4,13.9,10:40:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,3/10/1993,BP,36.9957,-76.02048,13.4,P,15,Liter,CB7.4,13.9,10:40:00
2060005,Choptank,PHYTP,MSU/PEARL,C,3/10/1993,WC,38.80645,-75.90971,6.5,TF,15,Liter,ET5.1,7,11:00:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,3/10/1993,AP,38.99596,-76.35967,10,M,15,Liter,CB3.3C,21,14:10:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,3/10/1993,BP,38.99596,-76.35967,20.5,M,15,Liter,CB3.3C,21,14:10:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,3/10/1993,AP,39.21309,-76.52254,5,M,15,Liter,WT5.1,15,14:40:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,3/10/1993,BP,39.21309,-76.52254,14.5,M,15,Liter,WT5.1,15,14:40:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,3/11/1993,WC,39.34873,-76.17579,11,O,15,Liter,CB2.2,11.5,9:03:00
2080208,Hampton Roads,PHYTP,ODU/PEL,C,3/11/1993,AP,36.8134,-76.2903,4.3,M,15,Liter,SBE2,13,9:30:00
2080208,Hampton Roads,PHYTP,ODU/PEL,C,3/11/1993,BP,36.8134,-76.2903,12.5,M,15,Liter,SBE2,13,9:30:00
2080208,Hampton Roads,PHYTP,ODU/PEL,C,3/11/1993,AP,36.76987,-76.29605,3.3,M,15,Liter,SBE5,10,10:30:00
2080208,Hampton Roads,PHYTP,ODU/PEL,C,3/11/1993,BP,36.76987,-76.29605,9.5,M,15,Liter,SBE5,10,10:30:00
2050306,Lower Susquehanna,PHYTP,MSU/PEARL,C,3/11/1993,WC,39.54794,-76.08481,5.5,TF,15,Liter,CB1.1,6,11:00:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,3/12/1993,AP,37.22875,-76.05383,5.9,P,15,Liter,CB7.3E,17.7,11:00:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,3/12/1993,BP,37.22875,-76.05383,17.2,P,15,Liter,CB7.3E,17.7,11:00:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,3/12/1993,AP,37.23653,-76.20799,3.5,P,15,Liter,CB6.4,10.4,13:51:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,3/12/1993,BP,37.23653,-76.20799,9.9,P,15,Liter,CB6.4,10.4,13:51:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,3/12/1993,AP,36.99681,-76.303,6.8,M,15,Liter,LE5.5,20.4,16:30:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,3/12/1993,BP,36.99681,-76.303,19.9,P,15,Liter,LE5.5,20.4,16:30:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,3/16/1993,AP,37.58847,-76.16216,4.3,ME,15,Liter,CB6.1,13,9:06:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,3/16/1993,BP,37.58847,-76.16216,12.5,M,15,Liter,CB6.1,13,9:06:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,3/16/1993,AP,37.5968,-76.28467,3.3,ME,15,Liter,LE3.6,9.8,9:57:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,3/16/1993,BP,37.5968,-76.28467,9.3,M,15,Liter,LE3.6,9.8,9:57:00
2080107,York,PHYTP,ODU/PEL,C,3/16/1993,AP,37.24181,-76.38634,4.7,PE,15,Liter,WE4.2,14.1,16:20:00
2080107,York,PHYTP,ODU/PEL,C,3/16/1993,BP,37.24181,-76.38634,13.6,M,15,Liter,WE4.2,14.1,16:20:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,4/5/1993,AP,38.42535,-76.60176,4,M,15,Liter,LE1.1,12,9:12:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,4/5/1993,BP,38.42535,-76.60176,11.5,M,15,Liter,LE1.1,12,9:12:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,4/5/1993,WC,38.58211,-76.68101,2.1,O,15,Liter,TF1.7,2.6,10:42:00
2080104,Lower Rappahannock,PHYTP,ODU/PEL,C,4/5/1993,AP,38.01847,-76.90928,2.2,FE,15,Liter,TF3.3,6.6,10:50:00
2080104,Lower Rappahannock,PHYTP,ODU/PEL,C,4/5/1993,BP,38.01847,-76.90928,6.1,TF,15,Liter,TF3.3,6.6,10:50:00
2080104,Lower Rappahannock,PHYTP,ODU/PEL,C,4/5/1993,AP,37.9173,-76.8222,1.9,FE,15,Liter,RET3.1,5.7,11:50:00
2080104,Lower Rappahannock,PHYTP,ODU/PEL,C,4/5/1993,BP,37.9173,-76.8222,5.2,TF,15,Liter,RET3.1,5.7,11:50:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,4/5/1993,WC,38.71012,-76.70146,10.5,TF,15,Liter,TF1.5,11,12:00:00
2080106,Pamunkey,PHYTP,ODU/PEL,C,4/5/1993,AP,37.57999,-77.02128,2.2,FE,15,Liter,TF4.2,6.5,15:00:00
2080106,Pamunkey,PHYTP,ODU/PEL,C,4/5/1993,BP,37.57999,-77.02128,6,TF,15,Liter,TF4.2,6.5,15:00:00
2080107,York,PHYTP,ODU/PEL,C,4/7/1993,AP,37.50869,-76.78889,1.7,OE,15,Liter,RET4.3,5.2,9:20:00
2080107,York,PHYTP,ODU/PEL,C,4/7/1993,BP,37.50869,-76.78889,4.7,O,15,Liter,RET4.3,5.2,9:20:00
2080206,Lower James,PHYTP,ODU/PEL,C,4/7/1993,AP,37.31265,-77.23283,3,FE,15,Liter,TF5.5,9,11:45:00
2080206,Lower James,PHYTP,ODU/PEL,C,4/7/1993,BP,37.31265,-77.23283,8.5,TF,15,Liter,TF5.5,9,11:45:00
2080206,Lower James,PHYTP,ODU/PEL,C,4/7/1993,AP,37.20294,-76.78219,2.8,FE,15,Liter,RET5.2,8.5,13:48:00
2080206,Lower James,PHYTP,ODU/PEL,C,4/7/1993,BP,37.20294,-76.78219,8,TF,15,Liter,RET5.2,8.5,13:48:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,4/12/1993,AP,38.1576,-76.598,5,M,15,Liter,LE2.2,9.9,8:25:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,4/12/1993,BP,38.1576,-76.598,9.4,M,15,Liter,LE2.2,9.9,8:25:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,4/12/1993,AP,37.58847,-76.16216,4.3,M,15,Liter,CB6.1,13,9:30:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,4/12/1993,BP,37.58847,-76.16216,12.5,P,15,Liter,CB6.1,13,9:30:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,4/12/1993,WC,38.3525,-77.2051,8.1,TF,15,Liter,RET2.2,8.6,9:42:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,4/12/1993,AP,37.5968,-76.28467,3.3,ME,15,Liter,LE3.6,9.8,10:24:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,4/12/1993,BP,37.5968,-76.28467,9.3,M,15,Liter,LE3.6,9.8,10:24:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,4/12/1993,AP,38.13705,-76.22787,13,M,15,Liter,CB5.2,31,11:40:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,4/12/1993,BP,38.13705,-76.22787,30.5,P,15,Liter,CB5.2,31,11:40:00
2070010,Middle Potomac-Anacostia-Occoquan,PHYTP,MSU/PEARL,C,4/12/1993,AP,38.6082,-77.1739,6,TF,15,Liter,TF2.3,13,12:19:00
2070010,Middle Potomac-Anacostia-Occoquan,PHYTP,MSU/PEARL,C,4/12/1993,BP,38.6082,-77.1739,12.5,TF,15,Liter,TF2.3,13,12:19:00
2080107,York,PHYTP,ODU/PEL,C,4/12/1993,AP,37.24181,-76.38634,4.7,M,15,Liter,WE4.2,14.1,13:22:00
2080107,York,PHYTP,ODU/PEL,C,4/12/1993,BP,37.24181,-76.38634,13.6,M,15,Liter,WE4.2,14.1,13:22:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,4/13/1993,AP,38.55505,-76.42794,9,M,15,Liter,CB4.3C,27,9:00:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,4/13/1993,BP,38.55505,-76.42794,26.5,P,15,Liter,CB4.3C,27,9:00:00
2060005,Choptank,PHYTP,MSU/PEARL,C,4/13/1993,AP,38.5807,-76.0587,6,M,15,Liter,ET5.2,13.2,9:00:00
2060005,Choptank,PHYTP,MSU/PEARL,C,4/13/1993,BP,38.5807,-76.0587,12.7,M,15,Liter,ET5.2,13.2,9:00:00
2080208,Hampton Roads,PHYTP,ODU/PEL,C,4/13/1993,AP,36.76987,-76.29605,3.3,ME,15,Liter,SBE5,10,9:55:00
2080208,Hampton Roads,PHYTP,ODU/PEL,C,4/13/1993,BP,36.76987,-76.29605,9.5,M,15,Liter,SBE5,10,9:55:00
2080208,Hampton Roads,PHYTP,ODU/PEL,C,4/13/1993,AP,36.8134,-76.2903,4.3,ME,15,Liter,SBE2,13,10:56:00
2080208,Hampton Roads,PHYTP,ODU/PEL,C,4/13/1993,BP,36.8134,-76.2903,12.5,M,15,Liter,SBE2,13,10:56:00
2060005,Choptank,PHYTP,MSU/PEARL,C,4/13/1993,WC,38.80645,-75.90971,8.3,TF,15,Liter,ET5.1,8.8,11:25:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,4/13/1993,AP,39.21309,-76.52254,4,O,15,Liter,WT5.1,15.9,14:10:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,4/13/1993,BP,39.21309,-76.52254,15.4,M,15,Liter,WT5.1,15.9,14:10:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,4/13/1993,AP,38.99596,-76.35967,4,O,15,Liter,CB3.3C,22,14:45:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,4/13/1993,BP,38.99596,-76.35967,21.5,M,15,Liter,CB3.3C,22,14:45:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,4/14/1993,WC,39.34873,-76.17579,9.5,TF,15,Liter,CB2.2,10,9:13:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,4/14/1993,AP,36.9957,-76.02048,4.6,P,15,Liter,CB7.4,13.9,10:00:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,4/14/1993,BP,36.9957,-76.02048,13.4,P,15,Liter,CB7.4,13.9,10:00:00
2050306,Lower Susquehanna,PHYTP,MSU/PEARL,C,4/14/1993,WC,39.54794,-76.08481,6.5,TF,15,Liter,CB1.1,7,11:04:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,4/14/1993,AP,37.22875,-76.05383,5.9,M,15,Liter,CB7.3E,17.7,13:38:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,4/14/1993,BP,37.22875,-76.05383,17.2,P,15,Liter,CB7.3E,17.7,13:38:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,4/14/1993,AP,37.23653,-76.20799,3.5,M,15,Liter,CB6.4,10.4,13:40:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,4/14/1993,BP,37.23653,-76.20799,9.9,P,15,Liter,CB6.4,10.4,13:40:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,4/18/1993,AP,36.99681,-76.303,6.8,ME,15,Liter,LE5.5,20.4,10:30:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,4/18/1993,BP,36.99681,-76.303,19.9,P,15,Liter,LE5.5,20.4,10:30:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,4/19/1993,AP,38.42535,-76.60176,3,M,15,Liter,LE1.1,12,8:52:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,4/19/1993,BP,38.42535,-76.60176,11.5,M,15,Liter,LE1.1,12,8:52:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,4/19/1993,WC,38.58211,-76.68101,1.5,TF,15,Liter,TF1.7,2,10:28:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,4/19/1993,WC,38.71012,-76.70146,9.5,TF,15,Liter,TF1.5,10,12:04:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,4/26/1993,WC,38.3525,-77.2051,8.6,TF,15,Liter,RET2.2,9.1,9:20:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,4/26/1993,AP,38.1576,-76.598,6,O,15,Liter,LE2.2,10.3,10:15:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,4/26/1993,BP,38.1576,-76.598,9.8,M,15,Liter,LE2.2,10.3,10:15:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,4/26/1993,AP,38.13705,-76.22787,13.5,M,15,Liter,CB5.2,31,11:05:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,4/26/1993,BP,38.13705,-76.22787,30.5,M,15,Liter,CB5.2,31,11:05:00
2070010,Middle Potomac-Anacostia-Occoquan,PHYTP,MSU/PEARL,C,4/26/1993,AP,38.6082,-77.1739,6,TF,15,Liter,TF2.3,13,11:30:00
2070010,Middle Potomac-Anacostia-Occoquan,PHYTP,MSU/PEARL,C,4/26/1993,BP,38.6082,-77.1739,12.5,TF,15,Liter,TF2.3,13,11:30:00
2060005,Choptank,PHYTP,MSU/PEARL,C,4/28/1993,AP,38.5807,-76.0587,6,M,15,Liter,ET5.2,13.4,9:05:00
2060005,Choptank,PHYTP,MSU/PEARL,C,4/28/1993,BP,38.5807,-76.0587,12.9,M,15,Liter,ET5.2,13.4,9:05:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,4/28/1993,AP,38.55505,-76.42794,14,M,15,Liter,CB4.3C,28,9:08:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,4/28/1993,BP,38.55505,-76.42794,27.5,M,15,Liter,CB4.3C,28,9:08:00
2060005,Choptank,PHYTP,MSU/PEARL,C,4/28/1993,WC,38.80645,-75.90971,5.4,TF,15,Liter,ET5.1,5.9,14:15:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,4/28/1993,AP,38.99596,-76.35967,13,O,15,Liter,CB3.3C,24,15:20:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,4/28/1993,BP,38.99596,-76.35967,23.5,M,15,Liter,CB3.3C,24,15:20:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,4/28/1993,AP,39.21309,-76.52254,12,O,15,Liter,WT5.1,15.7,17:30:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,4/28/1993,BP,39.21309,-76.52254,15.2,M,15,Liter,WT5.1,15.7,17:30:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,4/29/1993,WC,39.34873,-76.17579,11.5,TF,15,Liter,CB2.2,12,8:20:00
2050306,Lower Susquehanna,PHYTP,MSU/PEARL,C,4/29/1993,WC,39.54794,-76.08481,6.5,TF,15,Liter,CB1.1,7,10:53:00
2080106,Pamunkey,PHYTP,ODU/PEL,C,5/4/1993,AP,37.57999,-77.02128,2.2,FE,15,Liter,TF4.2,6.5,9:40:00
2080106,Pamunkey,PHYTP,ODU/PEL,C,5/4/1993,BP,37.57999,-77.02128,6,TF,15,Liter,TF4.2,6.5,9:40:00
2080107,York,PHYTP,ODU/PEL,C,5/4/1993,AP,37.50869,-76.78889,1.7,OE,15,Liter,RET4.3,5.2,11:35:00
2080107,York,PHYTP,ODU/PEL,C,5/4/1993,BP,37.50869,-76.78889,4.7,O,15,Liter,RET4.3,5.2,11:35:00
2080104,Lower Rappahannock,PHYTP,ODU/PEL,C,5/4/1993,AP,38.01847,-76.90928,2.2,FE,15,Liter,TF3.3,6.6,14:25:00
2080104,Lower Rappahannock,PHYTP,ODU/PEL,C,5/4/1993,BP,38.01847,-76.90928,6.1,TF,15,Liter,TF3.3,6.6,14:25:00
2080104,Lower Rappahannock,PHYTP,ODU/PEL,C,5/4/1993,AP,37.9173,-76.8222,1.9,O,15,Liter,RET3.1,5.7,15:50:00
2080104,Lower Rappahannock,PHYTP,ODU/PEL,C,5/4/1993,BP,37.9173,-76.8222,5.2,O,15,Liter,RET3.1,5.7,15:50:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,5/5/1993,AP,38.42535,-76.60176,5,M,15,Liter,LE1.1,12,9:56:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,5/5/1993,BP,38.42535,-76.60176,11.5,M,15,Liter,LE1.1,12,9:56:00
2080206,Lower James,PHYTP,ODU/PEL,C,5/5/1993,AP,37.31265,-77.23283,3,FE,15,Liter,TF5.5,9,10:25:00
2080206,Lower James,PHYTP,ODU/PEL,C,5/5/1993,BP,37.31265,-77.23283,8.5,TF,15,Liter,TF5.5,9,10:25:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,5/5/1993,WC,38.58211,-76.68101,1.5,TF,15,Liter,TF1.7,2,11:21:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,5/5/1993,WC,38.71012,-76.70146,10.5,TF,15,Liter,TF1.5,11,12:49:00
2080206,Lower James,PHYTP,ODU/PEL,C,5/5/1993,AP,37.20294,-76.78219,2.8,FE,15,Liter,RET5.2,8.5,17:45:00
2080206,Lower James,PHYTP,ODU/PEL,C,5/5/1993,BP,37.20294,-76.78219,8,TF,15,Liter,RET5.2,8.5,17:45:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,5/6/1993,AP,37.58847,-76.16216,4.3,ME,15,Liter,CB6.1,13,10:00:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,5/6/1993,BP,37.58847,-76.16216,12.5,P,15,Liter,CB6.1,13,10:00:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,5/6/1993,AP,37.5968,-76.28467,3.3,ME,15,Liter,LE3.6,9.8,10:27:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,5/6/1993,BP,37.5968,-76.28467,9.3,M,15,Liter,LE3.6,9.8,10:27:00
2080107,York,PHYTP,ODU/PEL,C,5/6/1993,AP,37.24181,-76.38634,4.7,ME,15,Liter,WE4.2,14.1,13:25:00
2080107,York,PHYTP,ODU/PEL,C,5/6/1993,BP,37.24181,-76.38634,13.6,P,15,Liter,WE4.2,14.1,13:25:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,5/10/1993,WC,38.3525,-77.2051,9.1,TF,15,Liter,RET2.2,9.6,9:25:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,5/10/1993,AP,36.9957,-76.02048,4.6,P,15,Liter,CB7.4,13.9,10:00:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,5/10/1993,BP,36.9957,-76.02048,13.4,P,15,Liter,CB7.4,13.9,10:00:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,5/10/1993,AP,38.13705,-76.22787,10,M,15,Liter,CB5.2,31,11:03:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,5/10/1993,BP,38.13705,-76.22787,30.5,P,15,Liter,CB5.2,31,11:03:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,5/10/1993,AP,38.1576,-76.598,4,O,15,Liter,LE2.2,9.4,11:30:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,5/10/1993,BP,38.1576,-76.598,8.9,M,15,Liter,LE2.2,9.4,11:30:00
2070010,Middle Potomac-Anacostia-Occoquan,PHYTP,MSU/PEARL,C,5/10/1993,AP,38.6082,-77.1739,6,TF,15,Liter,TF2.3,13,11:54:00
2070010,Middle Potomac-Anacostia-Occoquan,PHYTP,MSU/PEARL,C,5/10/1993,BP,38.6082,-77.1739,12.5,TF,15,Liter,TF2.3,13,11:54:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,5/10/1993,AP,37.22875,-76.05383,5.9,P,15,Liter,CB7.3E,17.7,12:45:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,5/10/1993,BP,37.22875,-76.05383,17.2,P,15,Liter,CB7.3E,17.7,12:45:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,5/10/1993,AP,37.23653,-76.20799,3.5,M,15,Liter,CB6.4,10.4,15:15:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,5/10/1993,BP,37.23653,-76.20799,9.9,P,15,Liter,CB6.4,10.4,15:15:00
2080208,Hampton Roads,PHYTP,ODU/PEL,C,5/10/1993,AP,36.76987,-76.29605,3.3,M,15,Liter,SBE5,10,16:00:00
2080208,Hampton Roads,PHYTP,ODU/PEL,C,5/10/1993,BP,36.76987,-76.29605,9.5,M,15,Liter,SBE5,10,16:00:00
2080208,Hampton Roads,PHYTP,ODU/PEL,C,5/10/1993,AP,36.8134,-76.2903,4.3,M,15,Liter,SBE2,13,17:00:00
2080208,Hampton Roads,PHYTP,ODU/PEL,C,5/10/1993,BP,36.8134,-76.2903,12.5,M,15,Liter,SBE2,13,17:00:00
2060005,Choptank,PHYTP,MSU/PEARL,C,5/11/1993,WC,38.80645,-75.90971,5.3,TF,15,Liter,ET5.1,5.8,8:07:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,5/11/1993,AP,38.55505,-76.42794,10,O,15,Liter,CB4.3C,28,8:32:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,5/11/1993,BP,38.55505,-76.42794,27.5,P,15,Liter,CB4.3C,28,8:32:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,5/11/1993,AP,36.99681,-76.303,6.8,M,15,Liter,LE5.5,20.4,9:50:00
2080101,Lower Chesapeake Bay,PHYTP,ODU/PEL,C,5/11/1993,BP,36.99681,-76.303,19.9,P,15,Liter,LE5.5,20.4,9:50:00
2060005,Choptank,PHYTP,MSU/PEARL,C,5/11/1993,AP,38.5807,-76.0587,5,M,15,Liter,ET5.2,12.5,10:52:00
2060005,Choptank,PHYTP,MSU/PEARL,C,5/11/1993,BP,38.5807,-76.0587,12,M,15,Liter,ET5.2,12.5,10:52:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,5/11/1993,AP,38.99596,-76.35967,6,O,15,Liter,CB3.3C,25,14:35:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,5/11/1993,BP,38.99596,-76.35967,24.5,M,15,Liter,CB3.3C,25,14:35:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,5/11/1993,AP,39.21309,-76.52254,8,O,15,Liter,WT5.1,16.1,15:07:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,5/11/1993,BP,39.21309,-76.52254,15.6,M,15,Liter,WT5.1,16.1,15:07:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,5/12/1993,WC,39.34873,-76.17579,11.5,TF,15,Liter,CB2.2,12,8:10:00
2050306,Lower Susquehanna,PHYTP,MSU/PEARL,C,5/12/1993,WC,39.54794,-76.08481,5.5,TF,15,Liter,CB1.1,6,11:15:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,5/19/1993,AP,38.42535,-76.60176,7,M,15,Liter,LE1.1,12,9:33:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,5/19/1993,BP,38.42535,-76.60176,11.5,M,15,Liter,LE1.1,12,9:33:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,5/19/1993,WC,38.58211,-76.68101,1.5,TF,15,Liter,TF1.7,2,11:01:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,5/19/1993,WC,38.71012,-76.70146,9.5,TF,15,Liter,TF1.5,10,12:27:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,5/24/1993,WC,38.3525,-77.2051,8.3,O,15,Liter,RET2.2,8.8,9:22:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,5/24/1993,AP,38.1576,-76.598,4,O,15,Liter,LE2.2,9.2,10:20:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,5/24/1993,BP,38.1576,-76.598,8.7,M,15,Liter,LE2.2,9.2,10:20:00
2070010,Middle Potomac-Anacostia-Occoquan,PHYTP,MSU/PEARL,C,5/24/1993,AP,38.6082,-77.1739,6,TF,15,Liter,TF2.3,12.2,11:18:00
2070010,Middle Potomac-Anacostia-Occoquan,PHYTP,MSU/PEARL,C,5/24/1993,BP,38.6082,-77.1739,11.7,TF,15,Liter,TF2.3,12.2,11:18:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,5/24/1993,AP,38.13705,-76.22787,7,M,15,Liter,CB5.2,31,11:23:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,5/24/1993,BP,38.13705,-76.22787,30.5,P,15,Liter,CB5.2,31,11:23:00
2060005,Choptank,PHYTP,MSU/PEARL,C,5/25/1993,WC,38.80645,-75.90971,5.5,TF,15,Liter,ET5.1,6,8:40:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,5/25/1993,AP,38.55505,-76.42794,6,M,15,Liter,CB4.3C,27.5,8:42:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,5/25/1993,BP,38.55505,-76.42794,27,M,15,Liter,CB4.3C,27.5,8:42:00
2060005,Choptank,PHYTP,MSU/PEARL,C,5/25/1993,AP,38.5807,-76.0587,6,M,15,Liter,ET5.2,13.2,11:30:00
