HUC8,CatalogingUnitDescription,DataType,Source,SampleType,SampleDate,Layer,Latitude,Longitude,PDepth,Salzone,SampleVolume,Units,Station,TotalDepth,SampleTime
2060005,Choptank,PHYTP,MSU/PEARL,C,8/2/1984,AP,38.80645,-75.90971,2.5,TF,10,Liter,ET5.1,5.5,9:35:00
2060005,Choptank,PHYTP,MSU/PEARL,C,8/2/1984,AP,38.80645,-75.90971,2.5,TF,10,Liter,ET5.1,5.5,9:35:00
2060005,Choptank,PHYTP,MSU/PEARL,C,8/2/1984,BP,38.80645,-75.90971,5,TF,10,Liter,ET5.1,5.5,9:35:00
2060005,Choptank,PHYTP,MSU/PEARL,C,8/2/1984,BP,38.80645,-75.90971,5,TF,10,Liter,ET5.1,5.5,9:35:00
2060005,Choptank,PHYTP,MSU/PEARL,C,8/2/1984,AP,38.5807,-76.0587,3.5,O,10,Liter,ET5.2,15,12:30:00
2060005,Choptank,PHYTP,MSU/PEARL,C,8/2/1984,AP,38.5807,-76.0587,3.5,O,10,Liter,ET5.2,15,12:30:00
2060005,Choptank,PHYTP,MSU/PEARL,C,8/2/1984,BP,38.5807,-76.0587,14.5,M,10,Liter,ET5.2,15,12:30:00
2060005,Choptank,PHYTP,MSU/PEARL,C,8/2/1984,BP,38.5807,-76.0587,14.5,M,10,Liter,ET5.2,15,12:30:00
2080110,Eastern Lower Delmarva,PHYTP,MSU/PEARL,C,8/3/1984,AP,38.19685,-75.97321,2.5,ME,15,Liter,EE3.1,15.7,9:30:00
2080110,Eastern Lower Delmarva,PHYTP,MSU/PEARL,C,8/3/1984,AP,38.19685,-75.97321,2.5,ME,15,Liter,EE3.1,15.7,9:30:00
2080110,Eastern Lower Delmarva,PHYTP,MSU/PEARL,C,8/3/1984,BP,38.19685,-75.97321,15.2,ME,15,Liter,EE3.1,15.7,9:30:00
2080110,Eastern Lower Delmarva,PHYTP,MSU/PEARL,C,8/3/1984,BP,38.19685,-75.97321,15.2,ME,15,Liter,EE3.1,15.7,9:30:00
2060002,Chester-Sassafras,PHYTP,MSU/PEARL,C,8/3/1984,AP,38.99233,-76.2151,2.5,ME,15,Liter,ET4.2,13.1,17:00:00
2060002,Chester-Sassafras,PHYTP,MSU/PEARL,C,8/3/1984,AP,38.99233,-76.2151,2.5,ME,15,Liter,ET4.2,13.1,17:00:00
2060002,Chester-Sassafras,PHYTP,MSU/PEARL,C,8/3/1984,BP,38.99233,-76.2151,12.6,ME,15,Liter,ET4.2,13.1,17:00:00
2060002,Chester-Sassafras,PHYTP,MSU/PEARL,C,8/3/1984,BP,38.99233,-76.2151,12.6,ME,15,Liter,ET4.2,13.1,17:00:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,8/6/1984,AP,38.1576,-76.598,4.5,M,15,Liter,LE2.2,13,9:54:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,8/6/1984,AP,38.1576,-76.598,4.5,M,15,Liter,LE2.2,13,9:54:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,8/6/1984,BP,38.1576,-76.598,12.5,M,15,Liter,LE2.2,13,9:54:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,8/6/1984,BP,38.1576,-76.598,12.5,M,15,Liter,LE2.2,13,9:54:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/6/1984,AP,38.13705,-76.22787,7,M,15,Liter,CB5.2,30,10:18:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/6/1984,AP,38.13705,-76.22787,7,M,15,Liter,CB5.2,30,10:18:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/6/1984,BP,38.13705,-76.22787,29.5,P,15,Liter,CB5.2,30,10:18:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,8/6/1984,AP,38.3525,-77.2051,5.5,TF,15,Liter,RET2.2,12,14:50:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,8/6/1984,AP,38.3525,-77.2051,5.5,TF,15,Liter,RET2.2,12,14:50:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,8/6/1984,BP,38.3525,-77.2051,11.5,TF,15,Liter,RET2.2,12,14:50:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,8/6/1984,BP,38.3525,-77.2051,11.5,TF,15,Liter,RET2.2,12,14:50:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/6/1984,AP,38.55505,-76.42794,6.5,M,15,Liter,CB4.3C,25,16:00:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/6/1984,AP,38.55505,-76.42794,6.5,M,15,Liter,CB4.3C,25,16:00:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/6/1984,BP,38.55505,-76.42794,24.5,P,15,Liter,CB4.3C,25,16:00:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/6/1984,BP,38.55505,-76.42794,24.5,P,15,Liter,CB4.3C,25,16:00:00
2070010,Middle Potomac-Anacostia-Occoquan,PHYTP,MSU/PEARL,C,8/6/1984,AP,38.6082,-77.1739,4.5,TF,15,Liter,TF2.3,10.5,17:36:00
2070010,Middle Potomac-Anacostia-Occoquan,PHYTP,MSU/PEARL,C,8/6/1984,AP,38.6082,-77.1739,4.5,TF,15,Liter,TF2.3,10.5,17:36:00
2070010,Middle Potomac-Anacostia-Occoquan,PHYTP,MSU/PEARL,C,8/6/1984,BP,38.6082,-77.1739,10,TF,15,Liter,TF2.3,10.5,17:36:00
2070010,Middle Potomac-Anacostia-Occoquan,PHYTP,MSU/PEARL,C,8/6/1984,BP,38.6082,-77.1739,10,TF,15,Liter,TF2.3,10.5,17:36:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/7/1984,AP,38.99596,-76.35967,4,M,20,Liter,CB3.3C,21.5,8:45:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/7/1984,AP,38.99596,-76.35967,4,M,20,Liter,CB3.3C,21.5,8:45:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/7/1984,BP,38.99596,-76.35967,21,M,20,Liter,CB3.3C,21.5,8:45:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/7/1984,BP,38.99596,-76.35967,21,M,20,Liter,CB3.3C,21.5,8:45:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/7/1984,AP,39.34873,-76.17579,5,TF,15,Liter,CB2.2,11.3,12:42:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/7/1984,AP,39.34873,-76.17579,5,TF,15,Liter,CB2.2,11.3,12:42:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/7/1984,BP,39.34873,-76.17579,10.8,TF,15,Liter,CB2.2,11.3,12:42:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/7/1984,BP,39.34873,-76.17579,10.8,TF,15,Liter,CB2.2,11.3,12:42:00
2050306,Lower Susquehanna,PHYTP,MSU/PEARL,C,8/7/1984,AP,39.54794,-76.08481,2.3,TF,15,Liter,CB1.1,6.5,15:05:00
2050306,Lower Susquehanna,PHYTP,MSU/PEARL,C,8/7/1984,AP,39.54794,-76.08481,2.3,TF,15,Liter,CB1.1,6.5,15:05:00
2050306,Lower Susquehanna,PHYTP,MSU/PEARL,C,8/7/1984,BP,39.54794,-76.08481,6,TF,15,Liter,CB1.1,6.5,15:05:00
2050306,Lower Susquehanna,PHYTP,MSU/PEARL,C,8/7/1984,BP,39.54794,-76.08481,6,TF,15,Liter,CB1.1,6.5,15:05:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,8/9/1984,AP,39.21309,-76.52254,4,O,15,Liter,WT5.1,10.5,10:43:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,8/9/1984,AP,39.21309,-76.52254,4,O,15,Liter,WT5.1,10.5,10:43:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,8/9/1984,BP,39.21309,-76.52254,10,M,15,Liter,WT5.1,10.5,10:43:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,8/9/1984,BP,39.21309,-76.52254,10,M,15,Liter,WT5.1,10.5,10:43:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/15/1984,AP,38.42535,-76.60176,3,ME,15,Liter,LE1.1,13,14:15:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/15/1984,AP,38.42535,-76.60176,3,ME,15,Liter,LE1.1,13,14:15:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/15/1984,BP,38.42535,-76.60176,12.5,ME,15,Liter,LE1.1,13,14:15:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/15/1984,BP,38.42535,-76.60176,12.5,ME,15,Liter,LE1.1,13,14:15:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/15/1984,AP,38.58211,-76.68101,2,N,15,Liter,TF1.7,3.5,15:53:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/15/1984,AP,38.58211,-76.68101,2,N,15,Liter,TF1.7,3.5,15:53:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/15/1984,BP,38.58211,-76.68101,3,N,15,Liter,TF1.7,3.5,15:53:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/15/1984,BP,38.58211,-76.68101,3,N,15,Liter,TF1.7,3.5,15:53:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/15/1984,AP,38.71012,-76.70146,4.5,N,15,Liter,TF1.5,10,17:25:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/15/1984,AP,38.71012,-76.70146,4.5,N,15,Liter,TF1.5,10,17:25:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/15/1984,BP,38.71012,-76.70146,9.5,N,15,Liter,TF1.5,10,17:25:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,8/22/1984,AP,39.21309,-76.52254,7.5,M,15,Liter,WT5.1,12,9:18:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,8/22/1984,AP,39.21309,-76.52254,7.5,M,15,Liter,WT5.1,12,9:18:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,8/22/1984,BP,39.21309,-76.52254,11.5,M,15,Liter,WT5.1,12,9:18:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,8/22/1984,BP,39.21309,-76.52254,11.5,M,15,Liter,WT5.1,12,9:18:00
2060005,Choptank,PHYTP,MSU/PEARL,C,8/23/1984,AP,38.80645,-75.90971,2,TF,15,Liter,ET5.1,5,9:50:00
2060005,Choptank,PHYTP,MSU/PEARL,C,8/23/1984,AP,38.80645,-75.90971,2,TF,15,Liter,ET5.1,5,9:50:00
2060005,Choptank,PHYTP,MSU/PEARL,C,8/23/1984,BP,38.80645,-75.90971,4.5,TF,15,Liter,ET5.1,5,9:50:00
2060005,Choptank,PHYTP,MSU/PEARL,C,8/23/1984,BP,38.80645,-75.90971,4.5,TF,15,Liter,ET5.1,5,9:50:00
2060005,Choptank,PHYTP,MSU/PEARL,C,8/23/1984,AP,38.5807,-76.0587,3,M,15,Liter,ET5.2,12,12:40:00
2060005,Choptank,PHYTP,MSU/PEARL,C,8/23/1984,AP,38.5807,-76.0587,3,M,15,Liter,ET5.2,12,12:40:00
2060005,Choptank,PHYTP,MSU/PEARL,C,8/23/1984,BP,38.5807,-76.0587,11.5,M,15,Liter,ET5.2,12,12:40:00
2060005,Choptank,PHYTP,MSU/PEARL,C,8/23/1984,BP,38.5807,-76.0587,11.5,M,15,Liter,ET5.2,12,12:40:00
2080110,Eastern Lower Delmarva,PHYTP,MSU/PEARL,C,8/24/1984,AP,38.19685,-75.97321,4.5,ME,15,Liter,EE3.1,10,7:30:00
2080110,Eastern Lower Delmarva,PHYTP,MSU/PEARL,C,8/24/1984,AP,38.19685,-75.97321,4.5,ME,15,Liter,EE3.1,10,7:30:00
2080110,Eastern Lower Delmarva,PHYTP,MSU/PEARL,C,8/24/1984,BP,38.19685,-75.97321,9.5,ME,15,Liter,EE3.1,10,7:30:00
2080110,Eastern Lower Delmarva,PHYTP,MSU/PEARL,C,8/24/1984,BP,38.19685,-75.97321,9.5,ME,15,Liter,EE3.1,10,7:30:00
2060002,Chester-Sassafras,PHYTP,MSU/PEARL,C,8/24/1984,AP,38.99233,-76.2151,8,ME,15,Liter,ET4.2,10,13:15:00
2060002,Chester-Sassafras,PHYTP,MSU/PEARL,C,8/24/1984,AP,38.99233,-76.2151,8,ME,15,Liter,ET4.2,10,13:15:00
2060002,Chester-Sassafras,PHYTP,MSU/PEARL,C,8/24/1984,BP,38.99233,-76.2151,9.5,ME,15,Liter,ET4.2,10,13:15:00
2060002,Chester-Sassafras,PHYTP,MSU/PEARL,C,8/24/1984,BP,38.99233,-76.2151,9.5,ME,15,Liter,ET4.2,10,13:15:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/27/1984,AP,38.42535,-76.60176,3,ME,15,Liter,LE1.1,12,12:15:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/27/1984,AP,38.42535,-76.60176,3,ME,15,Liter,LE1.1,12,12:15:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/27/1984,BP,38.42535,-76.60176,11.5,ME,15,Liter,LE1.1,12,12:15:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/27/1984,BP,38.42535,-76.60176,11.5,ME,15,Liter,LE1.1,12,12:15:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/27/1984,AP,38.58211,-76.68101,2,N,15,Liter,TF1.7,3,13:39:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/27/1984,AP,38.58211,-76.68101,2,N,15,Liter,TF1.7,3,13:39:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/27/1984,BP,38.58211,-76.68101,2.5,N,15,Liter,TF1.7,3,13:39:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/27/1984,BP,38.58211,-76.68101,2.5,N,15,Liter,TF1.7,3,13:39:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/27/1984,AP,38.71012,-76.70146,4.5,M,15,Liter,TF1.5,10,15:36:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/27/1984,AP,38.71012,-76.70146,4.5,M,15,Liter,TF1.5,10,15:36:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/27/1984,BP,38.71012,-76.70146,9.5,N,15,Liter,TF1.5,10,15:36:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,8/27/1984,BP,38.71012,-76.70146,9.5,N,15,Liter,TF1.5,10,15:36:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/29/1984,AP,38.13705,-76.22787,9,M,15,Liter,CB5.2,29,17:30:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/29/1984,AP,38.13705,-76.22787,9,M,15,Liter,CB5.2,29,17:30:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/29/1984,BP,38.13705,-76.22787,28.5,P,15,Liter,CB5.2,29,17:30:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/29/1984,BP,38.13705,-76.22787,28.5,P,15,Liter,CB5.2,29,17:30:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/30/1984,AP,38.55505,-76.42794,8.5,M,15,Liter,CB4.3C,25.5,9:00:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/30/1984,AP,38.55505,-76.42794,8.5,M,15,Liter,CB4.3C,25.5,9:00:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/30/1984,BP,38.55505,-76.42794,25,M,15,Liter,CB4.3C,25.5,9:00:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/30/1984,BP,38.55505,-76.42794,25,M,15,Liter,CB4.3C,25.5,9:00:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/30/1984,AP,38.99596,-76.35967,11.5,M,15,Liter,CB3.3C,20,13:15:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/30/1984,AP,38.99596,-76.35967,11.5,M,15,Liter,CB3.3C,20,13:15:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/30/1984,BP,38.99596,-76.35967,19.5,M,15,Liter,CB3.3C,20,13:15:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/30/1984,BP,38.99596,-76.35967,19.5,M,15,Liter,CB3.3C,20,13:15:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/30/1984,AP,39.34873,-76.17579,3,O,15,Liter,CB2.2,11.5,16:15:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/30/1984,AP,39.34873,-76.17579,3,O,15,Liter,CB2.2,11.5,16:15:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/30/1984,BP,39.34873,-76.17579,11,O,15,Liter,CB2.2,11.5,16:15:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,8/30/1984,BP,39.34873,-76.17579,11,O,15,Liter,CB2.2,11.5,16:15:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,9/4/1984,AP,38.1576,-76.598,7,M,15,Liter,LE2.2,12,9:49:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,9/4/1984,AP,38.1576,-76.598,7,M,15,Liter,LE2.2,12,9:49:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,9/4/1984,BP,38.1576,-76.598,11.5,P,15,Liter,LE2.2,12,9:49:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,9/4/1984,BP,38.1576,-76.598,11.5,P,15,Liter,LE2.2,12,9:49:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,9/4/1984,AP,38.3525,-77.2051,4,O,15,Liter,RET2.2,10,14:45:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,9/4/1984,AP,38.3525,-77.2051,4,O,15,Liter,RET2.2,10,14:45:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,9/4/1984,BP,38.3525,-77.2051,9.5,O,15,Liter,RET2.2,10,14:45:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,9/4/1984,BP,38.3525,-77.2051,9.5,O,15,Liter,RET2.2,10,14:45:00
2070010,Middle Potomac-Anacostia-Occoquan,PHYTP,MSU/PEARL,C,9/4/1984,AP,38.6082,-77.1739,4,N,15,Liter,TF2.3,10,17:39:00
2070010,Middle Potomac-Anacostia-Occoquan,PHYTP,MSU/PEARL,C,9/4/1984,AP,38.6082,-77.1739,4,N,15,Liter,TF2.3,10,17:39:00
2070010,Middle Potomac-Anacostia-Occoquan,PHYTP,MSU/PEARL,C,9/4/1984,BP,38.6082,-77.1739,9.5,N,15,Liter,TF2.3,10,17:39:00
2070010,Middle Potomac-Anacostia-Occoquan,PHYTP,MSU/PEARL,C,9/4/1984,BP,38.6082,-77.1739,9.5,N,15,Liter,TF2.3,10,17:39:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,9/5/1984,AP,39.21309,-76.52254,4,M,11.5,Liter,WT5.1,12,10:30:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,9/5/1984,AP,39.21309,-76.52254,4,M,11.5,Liter,WT5.1,12,10:30:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,9/5/1984,BP,39.21309,-76.52254,11.5,M,11.5,Liter,WT5.1,12,10:30:00
2060003,Gunpowder-Patapsco,PHYTP,MSU/PEARL,C,9/5/1984,BP,39.21309,-76.52254,11.5,M,11.5,Liter,WT5.1,12,10:30:00
2060002,Chester-Sassafras,PHYTP,MSU/PEARL,C,9/5/1984,AP,38.99233,-76.2151,4,ME,15,Liter,ET4.2,9,14:30:00
2060002,Chester-Sassafras,PHYTP,MSU/PEARL,C,9/5/1984,AP,38.99233,-76.2151,4,ME,15,Liter,ET4.2,9,14:30:00
2060002,Chester-Sassafras,PHYTP,MSU/PEARL,C,9/5/1984,BP,38.99233,-76.2151,8.5,ME,15,Liter,ET4.2,9,14:30:00
2060002,Chester-Sassafras,PHYTP,MSU/PEARL,C,9/5/1984,BP,38.99233,-76.2151,8.5,ME,15,Liter,ET4.2,9,14:30:00
2060005,Choptank,PHYTP,MSU/PEARL,C,9/6/1984,AP,38.80645,-75.90971,2,TF,15,Liter,ET5.1,5,9:18:00
2060005,Choptank,PHYTP,MSU/PEARL,C,9/6/1984,AP,38.80645,-75.90971,2,TF,15,Liter,ET5.1,5,9:18:00
2060005,Choptank,PHYTP,MSU/PEARL,C,9/6/1984,BP,38.80645,-75.90971,4.5,TF,15,Liter,ET5.1,5,9:18:00
2060005,Choptank,PHYTP,MSU/PEARL,C,9/6/1984,BP,38.80645,-75.90971,4.5,TF,15,Liter,ET5.1,5,9:18:00
2060005,Choptank,PHYTP,MSU/PEARL,C,9/6/1984,AP,38.5807,-76.0587,4.5,M,15,Liter,ET5.2,10,12:00:00
2060005,Choptank,PHYTP,MSU/PEARL,C,9/6/1984,AP,38.5807,-76.0587,4.5,M,15,Liter,ET5.2,10,12:00:00
2060005,Choptank,PHYTP,MSU/PEARL,C,9/6/1984,BP,38.5807,-76.0587,9.5,M,15,Liter,ET5.2,10,12:00:00
2060005,Choptank,PHYTP,MSU/PEARL,C,9/6/1984,BP,38.5807,-76.0587,9.5,M,15,Liter,ET5.2,10,12:00:00
2080110,Eastern Lower Delmarva,PHYTP,MSU/PEARL,C,9/6/1984,AP,38.19685,-75.97321,5,ME,15,Liter,EE3.1,12,17:00:00
2080110,Eastern Lower Delmarva,PHYTP,MSU/PEARL,C,9/6/1984,AP,38.19685,-75.97321,5,ME,15,Liter,EE3.1,12,17:00:00
2080110,Eastern Lower Delmarva,PHYTP,MSU/PEARL,C,9/6/1984,BP,38.19685,-75.97321,11.5,ME,15,Liter,EE3.1,12,17:00:00
2080110,Eastern Lower Delmarva,PHYTP,MSU/PEARL,C,9/6/1984,BP,38.19685,-75.97321,11.5,ME,15,Liter,EE3.1,12,17:00:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,9/10/1984,AP,38.42535,-76.60176,3,ME,15,Liter,LE1.1,12,11:50:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,9/10/1984,AP,38.42535,-76.60176,3,ME,15,Liter,LE1.1,12,11:50:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,9/10/1984,BP,38.42535,-76.60176,11.5,ME,15,Liter,LE1.1,12,11:50:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,9/10/1984,BP,38.42535,-76.60176,11.5,ME,15,Liter,LE1.1,12,11:50:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,9/10/1984,AP,38.13705,-76.22787,8,M,15,Liter,CB5.2,29,12:15:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,9/10/1984,BP,38.13705,-76.22787,28.5,P,15,Liter,CB5.2,29,12:15:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,9/10/1984,AP,38.58211,-76.68101,1.5,N,15,Liter,TF1.7,3,13:45:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,9/10/1984,AP,38.58211,-76.68101,1.5,N,15,Liter,TF1.7,3,13:45:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,9/10/1984,BP,38.58211,-76.68101,2.5,N,15,Liter,TF1.7,3,13:45:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,9/10/1984,BP,38.58211,-76.68101,2.5,N,15,Liter,TF1.7,3,13:45:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,9/10/1984,AP,38.71012,-76.70146,4.5,N,15,Liter,TF1.5,9,15:30:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,9/10/1984,AP,38.71012,-76.70146,4.5,N,15,Liter,TF1.5,9,15:30:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,9/10/1984,BP,38.71012,-76.70146,8.5,N,15,Liter,TF1.5,9,15:30:00
2060006,Patuxent,PHYTP,MSU/PEARL,C,9/10/1984,BP,38.71012,-76.70146,8.5,N,15,Liter,TF1.5,9,15:30:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,9/10/1984,AP,38.55505,-76.42794,14,M,15,Liter,CB4.3C,25,17:10:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,9/10/1984,AP,38.55505,-76.42794,14,M,15,Liter,CB4.3C,25,17:10:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,9/10/1984,BP,38.55505,-76.42794,24.5,P,15,Liter,CB4.3C,25,17:10:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,9/10/1984,BP,38.55505,-76.42794,24.5,P,15,Liter,CB4.3C,25,17:10:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,9/11/1984,AP,38.99596,-76.35967,11.5,M,15,Liter,CB3.3C,22.5,13:50:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,9/11/1984,AP,38.99596,-76.35967,11.5,M,15,Liter,CB3.3C,22.5,13:50:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,9/11/1984,BP,38.99596,-76.35967,22,M,15,Liter,CB3.3C,22.5,13:50:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,9/11/1984,BP,38.99596,-76.35967,22,M,15,Liter,CB3.3C,22.5,13:50:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,9/12/1984,AP,39.34873,-76.17579,6,O,15,Liter,CB2.2,11.5,9:30:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,9/12/1984,AP,39.34873,-76.17579,6,O,15,Liter,CB2.2,11.5,9:30:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,9/12/1984,BP,39.34873,-76.17579,11,O,15,Liter,CB2.2,11.5,9:30:00
2060001,Upper Chesapeake Bay,PHYTP,MSU/PEARL,C,9/12/1984,BP,39.34873,-76.17579,11,O,15,Liter,CB2.2,11.5,9:30:00
2050306,Lower Susquehanna,PHYTP,MSU/PEARL,C,9/12/1984,AP,39.54794,-76.08481,2.5,TF,15,Liter,CB1.1,7,12:40:00
2050306,Lower Susquehanna,PHYTP,MSU/PEARL,C,9/12/1984,BP,39.54794,-76.08481,6.5,TF,15,Liter,CB1.1,7,12:40:00
2050306,Lower Susquehanna,PHYTP,MSU/PEARL,C,9/12/1984,BP,39.54794,-76.08481,6.5,TF,15,Liter,CB1.1,7,12:40:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,9/17/1984,AP,38.1576,-76.598,6,M,15,Liter,LE2.2,13,9:30:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,9/17/1984,AP,38.1576,-76.598,6,M,15,Liter,LE2.2,13,9:30:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,9/17/1984,BP,38.1576,-76.598,12.5,M,15,Liter,LE2.2,13,9:30:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,9/17/1984,BP,38.1576,-76.598,12.5,M,15,Liter,LE2.2,13,9:30:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,9/17/1984,AP,38.3525,-77.2051,3,TF,15,Liter,RET2.2,8,10:55:00
2070011,Lower Potomac,PHYTP,MSU/PEARL,C,9/17/1984,AP,38.3525,-77.2051,3,TF,15,Liter,RET2.2,8,10:55:00
