station,date,layer,salzone_cedr,salzone_calc,salzone_johnson,salzone_diff,salinity,salinity_johnson,sal_diff
cb6.1,1995-08-10,ap,p,p,p,FALSE,20.7316666666667,19.61,1.12166666666667
cb6.4,1988-07-06,ap,p,p,p,FALSE,21.5888888888889,20.47,1.11888888888889
le1.1,1989-07-19,ap,m,m,m,FALSE,7.838,6.72,1.118
we4.2,2003-08-04,ap,p,p,p,FALSE,20.7375,19.62,1.1175
cb7.4,2002-05-23,ap,p,p,p,FALSE,28.3806666666667,27.27,1.11066666666667
cb7.3e,1992-07-06,ap,p,p,p,FALSE,27.0875,25.98,1.1075
cb3.3c,1993-09-28,ap,m,m,m,FALSE,14.696,13.59,1.106
le3.6,2006-08-28,ap,p,p,p,FALSE,20.8733333333333,19.77,1.10333333333333
cb7.4,1990-09-24,ap,p,p,p,FALSE,27.8230769230769,26.72,1.10307692307692
we4.2,2000-07-14,ap,p,p,p,FALSE,20.0909090909091,18.99,1.10090909090909
ret3.1,1989-03-29,ap,o,o,o,FALSE,2.8,1.7,1.1
cb7.4,1999-08-05,ap,p,p,p,FALSE,29.2666666666667,28.17,1.09666666666666
le2.2,1985-05-13,ap,m,m,m,FALSE,13.8163636363636,12.72,1.09636363636364
cb2.2,2009-05-13,wc,,o,o,FALSE,1.825,0.73,1.095
cb6.4,2009-08-12,ap,,p,p,FALSE,23.3625,22.27,1.0925
cb6.4,2008-05-15,ap,m,m,m,FALSE,17.6025,16.51,1.0925
cb6.4,1990-04-16,ap,m,m,m,FALSE,17.79,16.7,1.09
cb3.3c,1992-07-07,ap,m,m,m,FALSE,13.623,12.54,1.083
le3.6,1996-08-26,ap,m,m,m,FALSE,13.8125,12.73,1.0825
cb3.3c,1985-08-07,ap,m,m,m,FALSE,14.8223529411765,13.74,1.08235294117647
cb7.3e,2009-07-13,ap,,p,p,FALSE,23.6315,22.55,1.0815
ret4.3,2004-03-09,ap,m,m,m,FALSE,6.21,5.13,1.08
cb6.4,1992-03-10,ap,p,p,p,FALSE,24.0777777777778,23,1.07777777777778
cb6.4,1993-08-09,ap,p,p,p,FALSE,20.875,19.8,1.075
ret3.1,2005-09-12,ap,m,m,m,FALSE,9.075,8,1.075
cb3.3c,1993-08-24,ap,m,m,m,FALSE,14.743125,13.67,1.073125
tf1.7,1989-03-13,ap,o,o,o,FALSE,4.88,3.81,1.07
cb2.2,1988-03-18,ap,o,o,o,FALSE,2.71777777777778,1.65,1.06777777777778
we4.2,2004-07-08,ap,p,p,p,FALSE,19.1466666666667,18.08,1.06666666666667
cb7.3e,2008-03-18,ap,p,p,p,FALSE,23.2261111111111,22.16,1.06611111111111
cb7.4,2009-09-14,ap,,p,p,FALSE,29.0153846153846,27.95,1.06538461538462
cb7.3e,1988-09-19,ap,p,p,p,FALSE,25.94375,24.88,1.06375
cb7.3e,1985-08-06,ap,p,p,p,FALSE,28.02375,26.96,1.06375
cb7.4,2002-08-12,ap,p,p,p,FALSE,28.7906666666667,27.73,1.06066666666667
cb2.2,2008-08-27,wc,,m,m,FALSE,7.47,6.41,1.06
cb6.4,1989-04-17,ap,p,p,p,FALSE,21.6888888888889,20.63,1.05888888888889
we4.2,1999-05-10,ap,p,p,p,FALSE,19.9172727272727,18.86,1.05727272727273
cb3.3c,1988-08-09,ap,m,m,m,FALSE,12.3226315789474,11.27,1.05263157894737
cb7.4,2005-05-09,ap,p,p,p,FALSE,26.1914285714286,25.14,1.05142857142857
cb7.3e,2004-04-20,ap,p,p,p,FALSE,21.43,20.38,1.05
wt5.1,1992-07-07,ap,m,m,m,FALSE,10.4293333333333,9.38,1.04933333333333
cb7.4,1986-03-10,ap,p,p,p,FALSE,25.0557142857143,24.01,1.04571428571429
we4.2,2006-07-12,ap,p,p,p,FALSE,20.9441666666667,19.9,1.04416666666667
sbe5,1997-05-01,ap,m,m,m,FALSE,11.4933333333333,10.45,1.04333333333333
le2.2,1988-09-19,ap,m,m,m,FALSE,14.622,13.58,1.042
cb7.4,1995-04-25,ap,p,p,p,FALSE,29.4615384615385,28.42,1.04153846153846
cb6.4,1990-03-05,ap,m,m,m,FALSE,16.7111111111111,15.67,1.04111111111111
cb7.3e,2008-04-18,ap,p,p,p,FALSE,21.2878571428571,20.25,1.03785714285714
we4.2,1987-05-19,ap,p,m,m,FALSE,17.8276923076923,16.79,1.03769230769231
cb7.3e,1989-05-03,ap,p,p,p,FALSE,24.3375,23.3,1.0375
cb6.1,1997-09-08,ap,m,p,p,FALSE,19.5863636363636,18.55,1.03636363636364
cb7.3e,1996-05-15,ap,p,p,p,FALSE,20.31,19.28,1.03
cb7.3e,1996-08-07,ap,p,p,p,FALSE,24.2857142857143,23.26,1.02571428571428
le3.6,1997-04-04,ap,m,m,m,FALSE,11.225,10.2,1.025
cb3.3c,1984-09-25,ap,m,m,m,FALSE,14.0726315789474,13.05,1.02263157894737
cb7.3e,2002-08-12,ap,p,p,p,FALSE,27.7316666666667,26.71,1.02166666666666
le2.2,1988-07-18,ap,m,m,m,FALSE,12.55,11.53,1.02
ret2.2,1985-04-15,ap,o,o,o,FALSE,2.17,1.15,1.02
cb2.2,1985-08-08,ap,o,o,o,FALSE,4.40727272727273,3.39,1.01727272727273
cb2.2,2009-07-15,wc,,o,o,FALSE,2.62666666666667,1.61,1.01666666666667
cb7.3e,1993-05-10,ap,p,p,p,FALSE,19.7928571428571,18.78,1.01285714285714
cb6.1,1999-08-10,ap,p,p,p,FALSE,21.3627272727273,20.35,1.01272727272727
cb7.3e,2001-05-08,ap,p,p,p,FALSE,26.7288235294118,25.72,1.00882352941177
cb6.4,1988-04-11,ap,p,p,p,FALSE,20.3777777777778,19.37,1.00777777777778
cb2.2,1985-04-24,ap,o,o,o,FALSE,3.23461538461538,2.23,1.00461538461538
cb5.2,1989-09-25,ap,m,m,m,FALSE,16.1838095238095,15.18,1.00380952380952
le3.6,1997-08-12,ap,m,m,m,FALSE,17.22375,16.22,1.00375
cb2.2,2007-03-14,wc,,o,o,FALSE,1.9125,0.91,1.0025
wt5.1,1987-08-18,ap,m,m,m,FALSE,10.2592307692308,9.26,0.999230769230769
cb7.4,2002-07-15,ap,p,p,p,FALSE,29.3557142857143,28.36,0.995714285714286
le1.1,1989-08-07,ap,m,m,m,FALSE,8.584,7.59,0.994
le2.2,1993-08-09,ap,m,m,m,FALSE,13.2133333333333,12.22,0.993333333333332
cb7.4,1987-04-22,ap,p,p,p,FALSE,25.85,24.86,0.990000000000002
we4.2,2005-07-13,ap,p,p,p,FALSE,19.3045454545455,18.32,0.984545454545454
cb5.2,1994-03-07,ap,m,m,m,FALSE,15.3638888888889,14.38,0.983888888888888
cb6.4,2010-04-12,ap,m,m,m,FALSE,16.86375,15.88,0.983749999999999
wt5.1,1985-08-20,ap,m,m,m,FALSE,12.4535714285714,11.47,0.983571428571429
cb6.4,1986-09-23,ap,p,p,p,FALSE,25.7333333333333,24.75,0.983333333333334
cb6.1,1992-09-09,ap,p,p,p,FALSE,20.1516666666667,19.17,0.981666666666666
cb6.4,1996-09-09,ap,p,p,p,FALSE,20.05,19.07,0.98
le2.2,1989-09-11,ap,m,m,m,FALSE,11.4545454545455,10.48,0.974545454545455
wt5.1,1989-09-12,ap,m,m,m,FALSE,10.1693333333333,9.2,0.969333333333333
cb6.1,2001-08-14,ap,p,p,p,FALSE,19.1863636363636,18.22,0.966363636363639
le5.5-w,2007-05-12,ap,m,m,m,FALSE,16.48375,15.52,0.963750000000001
le1.1,1988-03-07,ap,m,m,m,FALSE,12.2,11.24,0.959999999999999
le5.5-w,2007-09-24,ap,p,p,p,FALSE,24.028,23.07,0.958000000000002
le3.6,2007-07-09,ap,m,m,m,FALSE,17.3063636363636,16.35,0.956363636363633
le1.1,1990-07-12,ap,m,m,m,FALSE,10.616,9.66,0.956
wt5.1,1992-07-21,ap,m,m,m,FALSE,10.5052941176471,9.55,0.955294117647059
et4.2,1985-04-24,ap,m,m,m,FALSE,10.4933333333333,9.54,0.953333333333335
le1.1,1987-04-13,ap,m,m,m,FALSE,12.652,11.7,0.952000000000002
le2.2,1989-05-03,ap,m,m,m,FALSE,12.632,11.68,0.952
et5.2,1992-05-27,ap,m,m,m,FALSE,12.6416666666667,11.69,0.951666666666666
sbe5,2006-09-27,ap,m,m,m,FALSE,16.41,15.46,0.949999999999999
le3.6,2002-09-16,ap,p,p,p,FALSE,21.59375,20.65,0.943750000000001
we4.2,1989-07-10,ap,p,p,p,FALSE,20.1392857142857,19.2,0.939285714285713
cb2.2,2004-03-17,wc,o,o,o,FALSE,1.86923076923077,0.93,0.939230769230769
wt5.1,1986-08-26,ap,m,m,m,FALSE,11.7885714285714,10.85,0.938571428571429
cb3.3c,1985-07-09,ap,m,m,m,FALSE,13.5276470588235,12.59,0.937647058823529
le3.6,2001-04-03,ap,m,m,m,FALSE,16.9455555555556,16.01,0.935555555555556
cb7.4,1989-04-17,ap,p,p,p,FALSE,31.1538461538462,30.22,0.933846153846154
ret3.1,2001-07-12,ap,m,m,m,FALSE,7.13333333333333,6.2,0.933333333333334
cb7.3e,1987-08-03,ap,p,p,p,FALSE,26.9125,25.98,0.932500000000001
cb7.3e,2004-07-06,ap,p,p,p,FALSE,24.7417647058824,23.81,0.931764705882355
tf1.7,1985-09-30,ap,o,o,o,FALSE,2.94,2.01,0.93
cb6.4,2000-09-14,ap,p,p,p,FALSE,20.8055555555556,19.88,0.925555555555558
le2.2,1986-03-04,ap,m,m,m,FALSE,11.7254545454545,10.8,0.925454545454544
cb6.4,2005-07-15,ap,p,p,p,FALSE,19.4825,18.56,0.922500000000003
et5.2,1994-04-05,ap,o,m,m,FALSE,6.009,5.09,0.919
cb6.1,2006-08-28,ap,p,p,p,FALSE,20.6033333333333,19.69,0.91333333333333
sbe5,2004-09-23,ap,m,m,m,FALSE,12.422,11.51,0.912000000000001
we4.2,2006-07-26,ap,p,p,p,FALSE,21.9316666666667,21.02,0.911666666666665
cb7.4,1985-09-30,ap,p,p,p,FALSE,29.8114285714286,28.9,0.911428571428573
le2.2,1992-05-11,ap,m,m,m,FALSE,12.4466666666667,11.54,0.906666666666668
ret2.2,2006-07-10,wc,,o,o,FALSE,3.294,2.39,0.904
cb2.2,2005-07-13,wc,o,o,o,FALSE,2.66,1.76,0.9
cb6.1,1987-09-02,ap,p,p,p,FALSE,20.31,19.41,0.899999999999999
le5.5-w,2003-08-04,ap,p,p,p,FALSE,21.81,20.91,0.899999999999999
cb7.3e,1989-07-24,ap,p,p,p,FALSE,21.675,20.78,0.895
cb7.3e,1988-07-18,ap,p,p,p,FALSE,25.8733333333333,24.98,0.893333333333334
cb7.3e,2001-09-14,ap,p,p,p,FALSE,26.8033333333333,25.91,0.893333333333334
wt5.1,1989-03-21,ap,m,m,m,FALSE,13.2133333333333,12.32,0.893333333333333
cb7.4,1986-09-09,ap,p,p,p,FALSE,29.2428571428571,28.35,0.892857142857142
et5.2,1989-03-21,ap,m,m,m,FALSE,14.4590909090909,13.57,0.889090909090909
le1.1,1985-03-26,ap,m,m,m,FALSE,13.248,12.36,0.888
le2.2,1994-05-02,ap,o,o,o,FALSE,4.688,3.8,0.888
cb7.3e,2001-08-14,ap,p,p,p,FALSE,24.9873684210526,24.1,0.887368421052631
cb4.3c,1993-09-28,ap,m,m,m,FALSE,16.2553333333333,15.37,0.885333333333334
le5.5-w,2006-08-30,ap,p,p,p,FALSE,26.0942857142857,25.21,0.884285714285714
le2.2,1989-04-03,ap,m,m,m,FALSE,14.064,13.18,0.884
cb7.3e,1991-08-06,ap,p,p,p,FALSE,25.84375,24.96,0.883749999999999
cb7.4,1995-07-10,ap,p,p,p,FALSE,29.6833333333333,28.8,0.883333333333333
cb7.4,1999-03-17,ap,p,p,p,FALSE,26.382,25.5,0.882000000000001
ret2.2,2006-05-08,wc,,o,o,FALSE,2.722,1.84,0.882
cb2.2,1988-04-13,ap,o,o,o,FALSE,3.72,2.84,0.88
le1.1,1994-03-14,ap,m,m,m,FALSE,9.218,8.34,0.878
wt5.1,1995-05-24,ap,m,m,m,FALSE,10.875625,10,0.875624999999999
ret4.3,2006-03-06,ap,,m,m,FALSE,8.74666666666667,7.88,0.866666666666666
le1.1,1988-07-11,ap,m,m,m,FALSE,12.106,11.24,0.866
cb6.1,2006-05-23,ap,m,m,m,FALSE,17.6845454545455,16.82,0.864545454545453
le1.1,1991-08-12,ap,m,m,m,FALSE,13.822,12.96,0.861999999999998
cb3.3c,1986-04-08,ap,m,m,m,FALSE,7.71,8.57,-0.86
le1.1,1993-09-02,ap,m,m,m,FALSE,13.58,12.72,0.859999999999999
cb7.3e,1986-05-26,ap,p,p,p,FALSE,26.4875,25.63,0.857500000000002
le2.2,1995-04-24,ap,m,m,m,FALSE,13.4066666666667,12.55,0.856666666666666
tf1.7,2004-07-15,wc,o,o,o,FALSE,3.085,3.94,-0.855
ret2.2,1989-04-03,ap,o,o,o,FALSE,3.21333333333333,2.36,0.853333333333333
wt5.1,1986-03-11,ap,m,m,m,FALSE,11.0633333333333,10.21,0.853333333333332
cb6.4,2001-08-13,ap,p,p,p,FALSE,23.40125,22.55,0.85125
le2.2,1995-04-10,ap,m,m,m,FALSE,13.55,12.7,0.850000000000001
tf1.7,1987-05-26,ap,o,o,o,FALSE,3.39,2.54,0.85
le1.1,1985-04-08,ap,m,m,m,FALSE,13.408,12.56,0.847999999999999
cb6.4,1987-09-03,ap,p,p,p,FALSE,23.2777777777778,22.43,0.847777777777779
cb3.3c,1987-04-21,ap,m,m,m,FALSE,7.11333333333333,6.27,0.843333333333334
cb4.3c,1986-03-11,ap,m,m,m,FALSE,15.4129411764706,14.57,0.842941176470587
wt5.1,1988-08-23,ap,m,m,m,FALSE,10.352,9.51,0.842000000000001
le3.6,2008-04-18,ap,m,m,m,FALSE,13.45125,12.61,0.841250000000001
cb7.4,1989-09-28,ap,p,p,p,FALSE,28.1846153846154,27.35,0.834615384615383
cb5.2,1992-07-06,ap,m,m,m,FALSE,17.584375,16.75,0.834375000000001
cb2.2,1986-09-24,ap,o,m,m,FALSE,5.92111111111111,5.09,0.831111111111111
sbe5,1996-05-07,ap,m,m,m,FALSE,17.1,16.27,0.830000000000002
cb2.2,2009-09-16,wc,,m,m,FALSE,7.78583333333333,6.96,0.825833333333334
sbe5,1997-03-18,ap,m,m,m,FALSE,10.125,9.3,0.824999999999999
ret4.3,2000-03-07,ap,m,m,m,FALSE,9.825,9,0.824999999999999
cb7.4,1989-08-15,ap,p,p,p,FALSE,28.8230769230769,28,0.823076923076922
le1.1,1995-05-01,ap,m,m,m,FALSE,13.182,12.36,0.822000000000001
cb7.4,1999-09-21,ap,p,p,p,FALSE,29.7716666666667,28.95,0.821666666666669
le2.2,1985-07-08,ap,m,m,m,FALSE,14.8116666666667,13.99,0.821666666666665
cb7.3e,2009-08-10,ap,,p,p,FALSE,25.421052631579,24.6,0.821052631578947
ret2.2,2004-05-24,wc,o,o,o,FALSE,1.378,0.56,0.818
le1.1,1987-09-21,ap,m,m,m,FALSE,15.0375,14.22,0.817499999999999
le2.2,1991-05-20,ap,m,m,m,FALSE,10.775,9.96,0.815
cb6.1,1997-05-14,ap,m,m,m,FALSE,14.5827272727273,13.77,0.812727272727273
le1.1,1989-03-13,ap,m,m,m,FALSE,14.572,13.76,0.811999999999999
le1.1,1991-07-15,ap,m,m,m,FALSE,13.01,12.2,0.810000000000001
cb2.2,2005-04-20,wc,o,o,o,FALSE,2.77,1.96,0.81
le3.6,1988-05-11,ap,p,m,m,FALSE,16.22,15.41,0.809999999999999
wt5.1,1990-05-15,ap,m,m,m,FALSE,6.63928571428571,5.83,0.809285714285714
wt5.1,1985-09-11,ap,m,m,m,FALSE,13.1484615384615,12.34,0.808461538461538
le2.2,1987-07-20,ap,m,m,m,FALSE,13.2223076923077,12.42,0.802307692307693
cb7.3e,2006-08-28,ap,p,p,p,FALSE,26.0406666666667,25.24,0.800666666666668
ret4.3,2006-05-02,ap,,m,m,FALSE,10,9.2,0.800000000000001
cb7.4,1999-07-06,ap,p,p,p,FALSE,30.6492307692308,29.85,0.799230769230768
cb3.3c,1985-09-24,ap,m,m,m,FALSE,17.818,17.02,0.798000000000002
cb6.4,2006-05-24,ap,p,p,p,FALSE,19.6675,18.87,0.797499999999999
sbe5,2002-03-20,ap,m,m,m,FALSE,17.6266666666667,16.83,0.796666666666667
cb7.3e,1992-09-08,ap,p,p,p,FALSE,25.075,24.28,0.794999999999998
et5.2,1987-04-21,ap,m,m,m,FALSE,11.2445454545455,10.45,0.794545454545455
le3.6,1990-08-13,ap,m,m,m,FALSE,14.9144444444444,14.12,0.794444444444444
cb7.3e,1985-08-20,ap,p,p,p,FALSE,27.2428571428571,26.45,0.792857142857145
cb7.3e,2002-07-15,ap,p,p,p,FALSE,28.7223529411765,27.93,0.792352941176471
le1.1,1987-07-27,ap,m,m,m,FALSE,13.42,12.63,0.789999999999999
cb6.4,1991-07-11,ap,p,p,p,FALSE,21.4888888888889,20.7,0.788888888888891
le1.1,1993-08-19,ap,m,m,m,FALSE,12.888,12.1,0.788
le1.1,1988-07-25,ap,m,m,m,FALSE,12.758,11.97,0.787999999999999
cb7.4,2006-07-24,ap,p,p,p,FALSE,30.6473333333333,29.86,0.787333333333333
we4.2,1988-07-18,ap,p,p,p,FALSE,22.2142857142857,21.43,0.784285714285716
cb2.2,1985-03-21,ap,o,o,o,FALSE,1.424,0.64,0.784
ret2.2,2006-03-06,wc,,o,o,FALSE,3.032,2.25,0.782
cb5.2,1985-09-23,ap,p,p,p,FALSE,20.7504761904762,19.97,0.780476190476193
le3.6,2007-03-12,ap,m,m,m,FALSE,13.93,13.15,0.779999999999999
le5.5-w,2005-04-11,ap,m,m,m,FALSE,15.0288888888889,14.25,0.778888888888888
wt5.1,1993-08-24,ap,m,m,m,FALSE,11.728125,10.96,0.768125
cb4.3c,1992-07-07,ap,m,m,m,FALSE,15.5378571428571,14.77,0.767857142857142
cb6.4,2006-08-30,ap,p,p,p,FALSE,24.5566666666667,23.79,0.766666666666666
le1.1,1985-04-22,ap,m,m,m,FALSE,12.636,11.87,0.766
ret4.3,1987-09-28,ap,m,m,m,FALSE,11.955,11.19,0.765000000000001
le2.2,1993-08-23,ap,m,m,m,FALSE,14.113,13.35,0.763
le2.2,1990-05-14,ap,m,m,m,FALSE,9.278,8.52,0.758000000000001
le2.2,1989-08-14,ap,m,m,m,FALSE,9.037,8.28,0.757000000000001
cb7.4,1991-09-04,ap,p,p,p,FALSE,26.6333333333333,25.88,0.753333333333334
cb7.3e,1986-07-14,ap,p,p,p,FALSE,28.4228571428571,27.67,0.752857142857142
wt5.1,1988-09-07,ap,m,m,m,FALSE,9.58133333333333,8.83,0.751333333333333
wt5.1,1986-07-29,ap,o,m,m,FALSE,10.541,9.79,0.751000000000001
wt5.1,1985-05-22,ap,m,m,m,FALSE,9.42090909090909,8.67,0.750909090909092
le2.2,1988-09-06,ap,m,m,m,FALSE,14.3609090909091,13.61,0.750909090909092
sbe5,2006-07-17,ap,m,m,m,FALSE,16.6,15.85,0.750000000000002
cb6.1,1986-09-22,ap,p,p,p,FALSE,21.9083333333333,21.16,0.748333333333335
wt5.1,1991-09-17,ap,m,m,m,FALSE,12.518,11.77,0.748000000000001
ret4.3,2003-08-12,ap,o,o,o,FALSE,3.26666666666667,2.52,0.746666666666667
le2.2,1992-08-10,ap,m,m,m,FALSE,13.1163636363636,12.37,0.746363636363638
le2.2,1989-09-25,ap,m,m,m,FALSE,11.5563636363636,10.81,0.746363636363636
wt5.1,1986-05-29,ap,m,m,m,FALSE,8.62571428571429,7.88,0.745714285714286
cb2.2,1988-08-24,ap,o,m,m,FALSE,6.40545454545455,5.66,0.745454545454545
ret5.2,2006-04-20,ap,,o,o,FALSE,3.54,2.8,0.74
ret3.1,2009-08-11,ap,,m,m,FALSE,6.54,5.8,0.74
cb3.3c,1992-09-28,ap,m,m,m,FALSE,13.3872727272727,12.65,0.737272727272726
cb6.4,1990-09-11,ap,p,p,p,FALSE,19.3666666666667,18.63,0.736666666666668
ret4.3,2000-05-09,ap,m,m,m,FALSE,6.53333333333333,5.8,0.733333333333333
we4.2,1998-09-01,ap,p,p,p,FALSE,20.5918181818182,19.86,0.731818181818181
cb6.4,2008-09-29,ap,p,p,p,FALSE,21.1611111111111,20.43,0.731111111111112
le5.5-w,2009-03-23,ap,p,p,p,FALSE,20.88,20.15,0.73
et5.2,1991-05-07,ap,m,m,m,FALSE,8.10923076923077,7.38,0.72923076923077
cb7.4,1989-05-03,ap,p,p,p,FALSE,27.3083333333333,26.58,0.728333333333335
le1.1,1992-07-30,ap,m,m,m,FALSE,13.728,13,0.728
le1.1,1995-04-03,ap,m,m,m,FALSE,12.398,11.67,0.728
cb7.3e,1989-03-13,ap,p,p,p,FALSE,27.7875,27.06,0.727500000000003
cb6.1,2009-05-12,ap,m,m,m,FALSE,16.8972727272727,16.17,0.727272727272727
tf1.7,1989-04-24,ap,o,o,o,FALSE,3.52666666666667,2.8,0.726666666666667
le3.6,2007-04-09,ap,m,m,m,FALSE,13.0055555555556,12.28,0.725555555555557
wt5.1,1987-09-02,ap,m,m,m,FALSE,12.6446153846154,11.92,0.724615384615385
le3.6,2004-07-06,ap,m,m,m,FALSE,15.9225,15.2,0.7225
le1.1,1991-04-15,ap,m,m,m,FALSE,9.428,8.71,0.718
le1.1,1992-09-15,ap,m,m,m,FALSE,13.608,12.89,0.718
wt5.1,1986-09-24,ap,m,m,m,FALSE,11.7778571428571,11.06,0.717857142857142
cb7.3e,1993-08-09,ap,p,p,p,FALSE,26.15625,25.44,0.716249999999999
cb2.2,1985-09-25,ap,m,m,m,FALSE,9.23583333333333,8.52,0.715833333333334
le5.5-w,1997-09-10,ap,p,p,p,FALSE,23.815,23.1,0.715
cb7.4,1987-09-03,ap,p,p,p,FALSE,29.8615384615385,29.15,0.711538461538464
le2.2,1992-09-21,ap,m,m,m,FALSE,14.7908333333333,14.08,0.710833333333333
le1.1,1994-07-05,ap,m,m,m,FALSE,8.5,7.79,0.71
we4.2,1998-05-18,ap,m,m,m,FALSE,13.4381818181818,12.73,0.708181818181817
le5.5-w,2010-04-12,ap,m,p,p,FALSE,18.7575,18.05,0.7075
cb6.1,2000-03-14,ap,p,p,p,FALSE,19.2008333333333,18.5,0.700833333333332
ret4.3,2000-09-14,ap,m,m,m,FALSE,8.6,7.9,0.699999999999999
cb7.3e,2000-08-09,ap,p,p,p,FALSE,22.5688235294118,21.87,0.698823529411765
le5.5-w,2002-05-20,ap,p,p,p,FALSE,23.87875,23.18,0.69875
cb3.3c,1986-09-23,ap,m,m,m,FALSE,15.6484615384615,14.95,0.698461538461539
le1.1,1993-05-19,ap,m,m,m,FALSE,6.008,5.31,0.698
cb7.4,2004-03-15,ap,p,p,p,FALSE,29.2471428571429,28.55,0.697142857142858
le2.2,1992-04-13,ap,m,m,m,FALSE,15.897,15.2,0.697000000000001
cb6.4,1992-09-08,ap,p,p,p,FALSE,21.5666666666667,20.87,0.696666666666665
cb6.4,2010-08-03,ap,p,p,p,FALSE,21.3157142857143,20.62,0.695714285714285
tf3.3,2002-07-11,ap,m,m,m,FALSE,6.285,5.59,0.695
cb7.3e,1988-09-09,ap,p,p,p,FALSE,27.1125,26.42,0.692499999999999
le1.1,1988-09-26,ap,m,m,m,FALSE,14.842,14.15,0.692
le1.1,1991-04-29,ap,m,m,m,FALSE,9.04,8.35,0.690000000000001
tf1.7,1987-05-11,ap,o,o,o,FALSE,2.59,1.9,0.69
cb6.4,1999-07-06,ap,p,p,p,FALSE,24.04,23.35,0.689999999999998
wt5.1,1989-09-26,ap,m,m,m,FALSE,9.948125,9.26,0.688124999999999
cb2.2,1986-05-14,ap,o,o,o,FALSE,2.89555555555556,2.21,0.685555555555556
et4.2,1985-04-10,ap,m,m,m,FALSE,7.313,6.63,0.683
le5.5-w,2009-08-12,ap,,p,p,FALSE,23.6628571428571,22.98,0.682857142857142
le5.5-w,2001-03-20,ap,p,p,p,FALSE,21.3666666666667,20.69,0.676666666666666
cb7.4,1993-03-10,ap,p,p,p,FALSE,24.0545454545455,23.38,0.674545454545456
le1.1,1990-03-12,ap,m,m,m,FALSE,10.524,9.85,0.674
cb7.3e,2005-05-09,ap,p,p,p,FALSE,23.3109090909091,22.64,0.670909090909092
le2.2,1986-05-27,ap,m,m,m,FALSE,12.1081818181818,11.44,0.668181818181818
wt5.1,1988-08-09,ap,m,m,m,FALSE,8.948125,8.28,0.668125
we4.2,2001-07-12,ap,p,p,p,FALSE,21.7472727272727,21.08,0.667272727272728
le3.6,1997-05-14,ap,m,m,m,FALSE,13.165,12.5,0.664999999999999
we4.2,2000-09-14,ap,p,p,p,FALSE,19.4836363636364,18.82,0.663636363636364
cb6.4,1987-04-06,ap,p,p,p,FALSE,20.5333333333333,19.87,0.66333333333333
ret4.3,2008-04-23,ap,,o,o,FALSE,4.56,3.9,0.66
cb3.3c,1986-05-13,ap,m,m,m,FALSE,10.82875,10.17,0.65875
cb7.4,2002-09-19,ap,p,p,p,FALSE,31.2353333333333,30.58,0.655333333333335
cb6.4,1999-03-16,ap,p,p,p,FALSE,21.7544444444444,21.1,0.654444444444444
cb7.3e,2010-08-02,ap,p,p,p,FALSE,28.0636842105263,27.41,0.653684210526315
cb7.3e,2005-08-08,ap,p,p,p,FALSE,23.3306666666667,22.68,0.650666666666666
ret3.1,2006-07-12,ap,,o,o,FALSE,3.95,3.3,0.65
ret3.1,2007-08-08,ap,,m,m,FALSE,9.55,8.9,0.65
ret3.1,2006-09-13,ap,,m,m,FALSE,7.85,7.2,0.65
cb6.4,1990-05-31,ap,m,m,m,FALSE,17.8777777777778,17.23,0.64777777777778
cb6.4,2005-03-16,ap,m,m,m,FALSE,17.4375,16.79,0.647500000000001
ret5.2,2008-09-22,ap,,m,m,FALSE,6.64444444444445,6,0.644444444444445
cb4.3c,1992-09-28,ap,m,m,m,FALSE,16.4335714285714,15.79,0.643571428571431
cb2.2,1986-07-17,ap,o,o,o,FALSE,4.04181818181818,3.4,0.641818181818182
wt5.1,1991-09-04,ap,m,m,m,FALSE,12.750625,12.11,0.640625
le5.5-w,1997-04-05,ap,m,m,m,FALSE,17.54,16.9,0.640000000000001
sbe5,2000-05-18,ap,m,m,m,FALSE,17.36,16.72,0.640000000000001
we4.2,1996-07-09,ap,m,p,p,FALSE,18.69,18.05,0.639999999999997
cb7.4,2008-03-18,ap,p,p,p,FALSE,29.6192857142857,28.98,0.639285714285713
wt5.1,1988-07-06,ap,m,m,m,FALSE,9.73846153846154,9.1,0.638461538461538
we4.2,2005-05-11,ap,m,m,m,FALSE,16.6169230769231,15.98,0.636923076923075
le5.5-w,2008-04-18,ap,m,m,m,FALSE,17.8025,17.17,0.6325
cb2.2,2002-05-08,wc,o,o,o,FALSE,2.15909090909091,2.79,-0.630909090909091
we4.2,1999-03-16,ap,p,p,p,FALSE,21.1066666666667,20.48,0.626666666666665
cb7.3e,1988-07-06,ap,p,p,p,FALSE,24.8461538461538,24.22,0.626153846153848
le3.6,2008-05-15,ap,m,m,m,FALSE,13.5855555555556,12.96,0.625555555555554
le1.1,1989-07-05,ap,m,m,m,FALSE,7.364,6.74,0.624
le2.2,1986-04-28,ap,m,m,m,FALSE,9.67272727272727,9.05,0.622727272727273
et5.2,1989-08-29,ap,m,m,m,FALSE,9.66272727272727,9.04,0.622727272727273
le1.1,1986-07-21,ap,m,m,m,FALSE,13.502,12.88,0.622
le2.2,1991-08-19,ap,m,m,m,FALSE,14.3718181818182,13.75,0.621818181818183
cb6.4,2002-07-15,ap,p,p,p,FALSE,21.8411111111111,21.22,0.621111111111112
le1.1,1992-05-04,ap,m,m,m,FALSE,13.7,13.08,0.619999999999999
