station,date,layer,salzone_cedr,salzone_calc,salzone_johnson,salzone_diff,salinity,salinity_johnson,sal_diff
cb5.2,2005-07-25,ap,m,m,m,FALSE,13.494,13.49,0.00399999999999956
wt5.1,2006-04-04,ap,,m,m,FALSE,9.326,9.33,-0.00399999999999956
cb3.3c,2006-04-19,ap,,m,m,FALSE,9.244,9.24,0.00399999999999956
le1.1,2006-05-30,ap,,m,m,FALSE,12.004,12,0.00399999999999956
le1.1,2006-08-24,ap,,m,m,FALSE,11.936,11.94,-0.00399999999999956
cb6.4,2007-05-12,ap,p,m,m,FALSE,14.734,14.73,0.00399999999999956
cb3.3c,2007-05-22,ap,,m,m,FALSE,7.584,7.58,0.00399999999999956
wt8.1,2007-07-12,ap,,m,m,FALSE,10.054,10.05,0.00399999999999956
le1.1,2007-07-30,ap,,m,m,FALSE,12.226,12.23,-0.00399999999999956
le1.1,2007-08-13,ap,,m,m,FALSE,13.326,13.33,-0.00399999999999956
wt8.1,2007-09-20,ap,,m,m,FALSE,13.714,13.71,0.00399999999999956
le2.2,2008-03-17,ap,,m,m,FALSE,7.414,7.41,0.00399999999999956
cb4.3c,2008-03-18,ap,,m,m,FALSE,6.506,6.51,-0.00399999999999956
le3.6,2008-05-15,ap,m,m,m,FALSE,12.964,12.96,0.00399999999999956
wt5.1,2008-05-28,ap,,o,o,FALSE,4.074,4.07,0.00399999999999956
le2.2,2008-07-07,ap,,m,m,FALSE,10.914,10.91,0.00399999999999956
le1.1,2008-08-04,ap,,m,m,FALSE,10.486,10.49,-0.00399999999999956
le3.6,2009-07-13,ap,,m,m,FALSE,15.414,15.41,0.00399999999999956
wt6.1,2009-07-16,ap,,m,m,FALSE,7.834,7.83,0.00399999999999956
wt6.1,2009-08-13,ap,,m,m,FALSE,8.286,8.29,-0.00399999999999956
wt8.1,2009-08-13,ap,,m,m,FALSE,10.394,10.39,0.00399999999999956
wt8.1,2009-09-17,ap,,m,m,FALSE,12.224,12.22,0.00399999999999956
wt5.1,2010-03-16,ap,,m,m,FALSE,6.114,6.11,0.00399999999999956
cb6.1,1988-07-18,ap,p,m,m,FALSE,17.174,17.17,0.00399999999999778
cb7.3e,1998-09-03,ap,p,p,p,FALSE,23.806,23.81,-0.00399999999999778
cb7.4,2001-05-08,ap,p,p,p,FALSE,26.764,26.76,0.00399999999999778
cb7.4,2001-09-14,ap,p,p,p,FALSE,28.644,28.64,0.00399999999999778
cb7.3e,2004-04-20,ap,p,p,p,FALSE,20.376,20.38,-0.00399999999999778
cb6.1,2004-08-23,ap,m,m,m,FALSE,16.056,16.06,-0.00399999999999778
cb7.3e,2006-04-03,ap,p,p,p,FALSE,22.826,22.83,-0.00399999999999778
we4.2,2006-04-07,ap,p,p,p,FALSE,19.354,19.35,0.00399999999999778
cb6.1,2006-08-28,ap,p,p,p,FALSE,19.694,19.69,0.00399999999999778
we4.2,2009-07-16,ap,,p,p,FALSE,19.124,19.12,0.00399999999999778
cb4.3c,1998-08-18,ap,m,m,m,FALSE,11.3060742857143,11.31,-0.00392571428571564
cb5.2,2009-05-27,ap,,m,m,FALSE,14.7261538461538,14.73,-0.00384615384615472
cb4.3c,1986-03-11,ap,m,m,m,FALSE,14.5738461538462,14.57,0.00384615384615294
cb5.2,1992-05-11,ap,m,m,m,FALSE,13.7461538461538,13.75,-0.00384615384615294
cb3.3c,1992-08-12,ap,m,m,m,FALSE,10.9261538461538,10.93,-0.00384615384615294
cb3.3c,1999-07-07,ap,m,m,m,FALSE,12.9738461538462,12.97,0.00384615384615294
cb5.2,2007-07-23,ap,,m,m,FALSE,16.0538461538462,16.05,0.00384615384615117
cb4.3c,2004-03-16,ap,m,m,m,FALSE,10.37375,10.37,0.00375000000000192
cb4.3c,2006-07-12,ap,,m,m,FALSE,9.95625,9.96,-0.00375000000000192
cb5.2,1984-08-29,ap,m,m,m,FALSE,12.15625,12.16,-0.00375000000000014
le2.2,1985-05-13,ap,m,m,m,FALSE,12.71625,12.72,-0.00375000000000014
wt5.1,1985-05-22,ap,m,m,m,FALSE,8.67375,8.67,0.00375000000000014
ee3.1,1986-04-07,ap,m,m,m,FALSE,13.83625,13.84,-0.00375000000000014
ee3.1,1986-05-13,ap,m,m,m,FALSE,14.38625,14.39,-0.00375000000000014
le2.2,1987-09-01,ap,m,m,m,FALSE,14.67375,14.67,0.00375000000000014
cb4.3c,1988-05-10,ap,m,m,m,FALSE,12.93375,12.93,0.00375000000000014
wt5.1,1988-07-19,ap,m,m,m,FALSE,8.94375,8.94,0.00375000000000014
cb4.3c,1988-08-09,ap,m,m,m,FALSE,13.36625,13.37,-0.00375000000000014
cb4.3c,1988-09-07,ap,m,m,m,FALSE,14.84375,14.84,0.00375000000000014
cb3.3c,1988-09-20,ap,m,m,m,FALSE,12.85375,12.85,0.00375000000000014
cb4.3c,1989-08-29,ap,m,m,m,FALSE,12.64625,12.65,-0.00375000000000014
wt5.1,1989-08-29,ap,m,m,m,FALSE,9.07625,9.08,-0.00375000000000014
cb3.3c,1989-09-12,ap,m,m,m,FALSE,11.29625,11.3,-0.00375000000000014
et5.2,1990-08-28,ap,m,m,m,FALSE,9.77625,9.78,-0.00375000000000014
wt5.1,1990-08-28,ap,m,m,m,FALSE,9.13625,9.14,-0.00375000000000014
cb5.2,1990-09-24,ap,m,m,m,FALSE,16.38375,16.38,0.00375000000000014
cb4.3c,1991-05-07,ap,m,m,m,FALSE,9.25375,9.25,0.00375000000000014
wt5.1,1991-05-07,ap,m,m,m,FALSE,6.92625,6.93,-0.00375000000000014
cb3.3c,1991-08-21,ap,m,m,m,FALSE,13.23375,13.23,0.00375000000000014
cb4.3c,1992-05-12,ap,m,m,m,FALSE,12.17625,12.18,-0.00375000000000014
cb5.2,1992-09-22,ap,m,m,m,FALSE,16.61375,16.61,0.00375000000000014
cb5.2,1993-08-09,ap,m,m,m,FALSE,14.99375,14.99,0.00375000000000014
wt5.1,1993-09-28,ap,m,m,m,FALSE,11.07375,11.07,0.00375000000000014
cb2.2,1995-07-26,wc,o,o,o,FALSE,4.40625,4.41,-0.00375000000000014
wt5.1,1996-04-11,ap,m,m,m,FALSE,8.28375,8.28,0.00375000000000014
cb2.2,1996-09-11,wc,o,o,o,FALSE,2.48625,2.49,-0.00375000000000014
cb7.3e,1998-03-25,ap,p,p,p,FALSE,19.56625,19.57,-0.00375000000000014
le2.2,1998-09-01,ap,m,m,m,FALSE,11.16625,11.17,-0.00375000000000014
le3.6,2000-03-14,ap,m,m,m,FALSE,17.43625,17.44,-0.00375000000000014
cb6.1,2002-05-01,ap,p,p,p,FALSE,21.43625,21.44,-0.00375000000000014
wt5.1,2003-04-22,ap,o,o,o,FALSE,4.39375,4.39,0.00375000000000014
le2.2,2004-07-19,ap,m,m,m,FALSE,10.28625,10.29,-0.00375000000000014
cb4.3c,2005-08-09,ap,m,m,m,FALSE,12.98625,12.99,-0.00375000000000014
cb5.2,2008-07-21,ap,,m,m,FALSE,12.85375,12.85,0.00375000000000014
cb5.2,2008-08-25,ap,,m,m,FALSE,15.10375,15.1,0.00375000000000014
cb6.4,2009-04-13,ap,p,p,p,FALSE,21.42375,21.42,0.00375000000000014
we4.2,2010-03-18,ap,m,m,m,FALSE,16.71375,16.71,0.00375000000000014
et5.1,1998-08-04,wc,o,o,o,FALSE,0.77625,0.78,-0.00375000000000003
et5.1,1994-08-16,wc,f,f,f,FALSE,0.08375,0.08,0.00375
cb2.2,1996-07-10,wc,f,f,f,FALSE,0.11375,0.11,0.00375
et5.1,2001-05-08,wc,o,f,f,FALSE,0.15625,0.16,-0.00375
cb2.2,1990-07-18,wc,f,f,f,FALSE,0.30625,0.31,-0.00374999999999998
wt5.1,2000-07-11,ap,m,m,m,FALSE,6.82375,6.82,0.00374999999999925
cb3.3c,1986-05-27,ap,m,m,m,FALSE,10.61625,10.62,-0.00374999999999837
et5.2,1992-07-21,ap,m,m,m,FALSE,12.53625,12.54,-0.00374999999999837
le2.2,1998-08-17,ap,m,m,m,FALSE,11.05375,11.05,0.00374999999999837
cb7.4,1998-08-10,ap,p,p,p,FALSE,27.05625,27.06,-0.00374999999999659
cb3.3c,1998-09-02,ap,m,m,m,FALSE,11.3337145454545,11.33,0.00371454545454597
cb3.3c,1985-07-09,ap,m,m,m,FALSE,12.5936363636364,12.59,0.00363636363636388
cb5.2,1986-05-26,ap,m,m,m,FALSE,15.3736363636364,15.37,0.00363636363636388
cb2.2,1991-07-24,wc,m,m,m,FALSE,5.96363636363636,5.96,0.00363636363636388
cb4.3c,1992-03-12,ap,p,p,p,FALSE,18.1463636363636,18.15,-0.00363636363636388
cb5.2,1993-05-10,ap,m,m,m,FALSE,8.06363636363636,8.06,0.00363636363636388
cb3.3c,1997-05-29,ap,m,m,m,FALSE,8.50363636363636,8.5,0.00363636363636388
cb5.2,2000-05-08,ap,m,m,m,FALSE,11.9463636363636,11.95,-0.00363636363636388
cb4.3c,2001-08-14,ap,m,m,m,FALSE,14.3363636363636,14.34,-0.00363636363636388
cb7.3e,2002-03-14,ap,p,p,p,FALSE,28.0836363636364,28.08,0.00363636363636388
cb4.3c,2002-07-30,ap,m,m,m,FALSE,14.6136363636364,14.61,0.00363636363636388
cb3.3c,2003-03-12,ap,m,m,m,FALSE,10.6536363636364,10.65,0.00363636363636388
cb5.2,2003-09-15,ap,m,m,m,FALSE,12.4036363636364,12.4,0.00363636363636388
cb5.2,2004-04-12,ap,m,m,m,FALSE,11.0736363636364,11.07,0.00363636363636388
cb5.2,2006-05-22,ap,,m,m,FALSE,14.3963636363636,14.4,-0.00363636363636388
cb5.2,2010-05-10,ap,,m,m,FALSE,12.3436363636364,12.34,0.00363636363636388
cb2.2,2010-05-12,wc,,o,o,FALSE,4.21363636363636,4.21,0.00363636363636388
cb3.3c,1990-07-17,ap,m,m,m,FALSE,8.39363636363636,8.39,0.00363636363636211
cb4.3c,1997-04-03,ap,m,m,m,FALSE,8.61636363636364,8.62,-0.00363636363636211
cb4.3c,1998-04-21,ap,m,m,m,FALSE,6.28359571428571,6.28,0.00359571428571392
cb5.2,1985-04-22,ap,m,m,m,FALSE,15.0264285714286,15.03,-0.00357142857142811
cb4.3c,2005-04-05,ap,m,m,m,FALSE,8.67642857142857,8.68,-0.00357142857142811
wt5.1,2007-08-07,ap,,m,m,FALSE,10.6435714285714,10.64,0.00357142857142811
cb5.2,2001-03-19,ap,p,p,p,FALSE,18.6935294117647,18.69,0.00352941176470267
cb6.4,1993-07-12,ap,m,m,m,FALSE,16.3333333333333,16.33,0.00333333333333741
cb5.2,1984-08-06,ap,m,m,m,FALSE,8.98333333333333,8.98,0.00333333333333385
cb3.3c,1984-09-11,ap,m,m,m,FALSE,11.5166666666667,11.52,-0.00333333333333385
wt5.1,1984-09-19,ap,m,m,m,FALSE,9.39666666666667,9.4,-0.00333333333333385
et5.2,1984-09-20,ap,m,m,m,FALSE,10.4166666666667,10.42,-0.00333333333333385
cb3.3c,1985-04-09,ap,m,m,m,FALSE,8.17333333333333,8.17,0.00333333333333385
cb4.3c,1985-04-23,ap,m,m,m,FALSE,13.7366666666667,13.74,-0.00333333333333385
ee3.1,1985-04-23,ap,m,m,m,FALSE,14.3733333333333,14.37,0.00333333333333385
cb7.3e,1985-07-08,ap,p,p,p,FALSE,25.3366666666667,25.34,-0.00333333333333385
cb5.2,1985-08-06,ap,m,m,m,FALSE,17.6833333333333,17.68,0.00333333333333385
et5.2,1985-08-19,ap,m,m,m,FALSE,12.8066666666667,12.81,-0.00333333333333385
cb7.3e,1985-08-20,ap,p,p,p,FALSE,26.4466666666667,26.45,-0.00333333333333385
cb2.2,1985-08-21,ap,o,m,m,FALSE,5.10666666666667,5.11,-0.00333333333333385
cb7.3e,1985-09-10,ap,p,p,p,FALSE,23.8733333333333,23.87,0.00333333333333385
cb7.3e,1986-03-10,ap,p,p,p,FALSE,18.3866666666667,18.39,-0.00333333333333385
cb7.3e,1986-03-25,ap,p,p,p,FALSE,22.5533333333333,22.55,0.00333333333333385
cb7.3e,1986-04-08,ap,p,p,p,FALSE,20.9333333333333,20.93,0.00333333333333385
cb7.3e,1986-04-28,ap,p,p,p,FALSE,24.5333333333333,24.53,0.00333333333333385
le2.2,1986-05-12,ap,m,m,m,FALSE,10.2166666666667,10.22,-0.00333333333333385
cb5.2,1986-05-12,ap,m,m,m,FALSE,15.3866666666667,15.39,-0.00333333333333385
cb7.3e,1986-05-14,ap,p,p,p,FALSE,27.5333333333333,27.53,0.00333333333333385
cb7.3e,1986-05-26,ap,p,p,p,FALSE,25.6333333333333,25.63,0.00333333333333385
le2.2,1986-07-28,ap,m,m,m,FALSE,13.8366666666667,13.84,-0.00333333333333385
wt5.1,1986-08-12,ap,m,m,m,FALSE,8.74666666666667,8.75,-0.00333333333333385
cb7.3e,1986-08-25,ap,p,p,p,FALSE,26.1333333333333,26.13,0.00333333333333385
cb3.3c,1986-08-26,ap,m,m,m,FALSE,12.0433333333333,12.04,0.00333333333333385
et5.2,1986-08-26,ap,m,m,m,FALSE,11.9433333333333,11.94,0.00333333333333385
cb7.3e,1986-09-09,ap,p,p,p,FALSE,27.0666666666667,27.07,-0.00333333333333385
cb4.3c,1986-09-09,ap,m,m,m,FALSE,15.1633333333333,15.16,0.00333333333333385
le3.6,1986-09-22,ap,p,p,p,FALSE,20.1933333333333,20.19,0.00333333333333385
cb7.3e,1986-09-23,ap,p,p,p,FALSE,26.3666666666667,26.37,-0.00333333333333385
cb6.4,1987-04-06,ap,p,p,p,FALSE,19.8666666666667,19.87,-0.00333333333333385
le2.2,1987-04-09,ap,m,m,m,FALSE,7.52333333333333,7.52,0.00333333333333385
cb6.4,1987-04-22,ap,p,p,p,FALSE,18.3666666666667,18.37,-0.00333333333333385
cb6.4,1987-05-06,ap,p,m,m,FALSE,15.8333333333333,15.83,0.00333333333333385
cb6.4,1987-07-06,ap,p,p,p,FALSE,21.9333333333333,21.93,0.00333333333333385
cb5.2,1987-07-06,ap,m,m,m,FALSE,17.1566666666667,17.16,-0.00333333333333385
cb4.3c,1987-07-07,ap,m,m,m,FALSE,16.0633333333333,16.06,0.00333333333333385
cb6.4,1987-07-20,ap,p,p,p,FALSE,21.2333333333333,21.23,0.00333333333333385
cb7.4,1987-08-17,ap,p,p,p,FALSE,28.2333333333333,28.23,0.00333333333333385
le2.2,1987-08-17,ap,m,m,m,FALSE,14.9766666666667,14.98,-0.00333333333333385
et5.2,1987-08-18,ap,m,m,m,FALSE,11.7166666666667,11.72,-0.00333333333333385
cb2.2,1987-08-19,ap,m,m,m,FALSE,5.74666666666667,5.75,-0.00333333333333385
le3.6,1987-09-02,ap,p,p,p,FALSE,19.0566666666667,19.06,-0.00333333333333385
wt5.1,1987-09-02,ap,m,m,m,FALSE,11.9166666666667,11.92,-0.00333333333333385
cb6.4,1987-09-03,ap,p,p,p,FALSE,22.4333333333333,22.43,0.00333333333333385
cb3.3c,1987-09-15,ap,m,m,m,FALSE,14.6133333333333,14.61,0.00333333333333385
cb6.4,1988-03-22,ap,p,p,p,FALSE,19.6333333333333,19.63,0.00333333333333385
cb6.4,1988-04-11,ap,p,p,p,FALSE,19.3666666666667,19.37,-0.00333333333333385
le2.2,1988-04-11,ap,m,m,m,FALSE,9.82666666666667,9.83,-0.00333333333333385
le2.2,1988-05-23,ap,m,m,m,FALSE,6.52333333333333,6.52,0.00333333333333385
cb6.4,1988-05-24,ap,p,m,m,FALSE,16.7666666666667,16.77,-0.00333333333333385
cb6.4,1988-07-06,ap,p,p,p,FALSE,20.4666666666667,20.47,-0.00333333333333385
cb6.4,1988-07-18,ap,p,p,p,FALSE,19.7333333333333,19.73,0.00333333333333385
et5.2,1988-07-19,ap,m,m,m,FALSE,10.8866666666667,10.89,-0.00333333333333385
cb6.4,1988-08-08,ap,p,p,p,FALSE,20.7666666666667,20.77,-0.00333333333333385
cb5.2,1988-08-08,ap,m,m,m,FALSE,14.4666666666667,14.47,-0.00333333333333385
le2.2,1988-08-22,ap,m,m,m,FALSE,12.4766666666667,12.48,-0.00333333333333385
cb6.4,1988-08-23,ap,p,p,p,FALSE,20.5333333333333,20.53,0.00333333333333385
cb2.2,1988-08-24,ap,o,m,m,FALSE,5.65666666666667,5.66,-0.00333333333333385
cb6.4,1988-09-09,ap,p,p,p,FALSE,22.9333333333333,22.93,0.00333333333333385
cb6.4,1988-09-19,ap,p,p,p,FALSE,19.6333333333333,19.63,0.00333333333333385
et5.2,1988-09-20,ap,m,m,m,FALSE,11.3866666666667,11.39,-0.00333333333333385
cb6.4,1989-03-13,ap,p,p,p,FALSE,22.1666666666667,22.17,-0.00333333333333385
cb6.4,1989-04-03,ap,p,p,p,FALSE,22.2666666666667,22.27,-0.00333333333333385
et5.2,1989-04-04,ap,m,m,m,FALSE,12.3066666666667,12.31,-0.00333333333333385
cb6.4,1989-04-17,ap,p,p,p,FALSE,20.6333333333333,20.63,0.00333333333333385
sbe5,1989-04-18,ap,p,m,m,FALSE,10.5333333333333,10.53,0.00333333333333385
wt5.1,1989-04-18,ap,m,m,m,FALSE,7.27333333333333,7.27,0.00333333333333385
cb6.4,1989-05-03,ap,p,p,p,FALSE,19.3666666666667,19.37,-0.00333333333333385
cb6.4,1989-05-18,ap,p,p,p,FALSE,19.2333333333333,19.23,0.00333333333333385
le2.2,1989-07-24,ap,m,m,m,FALSE,8.08333333333333,8.08,0.00333333333333385
sbe5,1989-08-17,ap,m,m,m,FALSE,9.93333333333333,9.93,0.00333333333333385
cb6.4,1989-08-29,ap,p,p,p,FALSE,18.3666666666667,18.37,-0.00333333333333385
cb6.4,1989-09-11,ap,m,m,m,FALSE,17.3333333333333,17.33,0.00333333333333385
cb6.4,1990-03-05,ap,m,m,m,FALSE,15.6666666666667,15.67,-0.00333333333333385
le3.6,1990-03-06,ap,m,m,m,FALSE,14.9966666666667,15,-0.00333333333333385
cb4.3c,1990-03-06,ap,m,m,m,FALSE,9.65666666666667,9.66,-0.00333333333333385
cb6.4,1990-05-31,ap,m,m,m,FALSE,17.2333333333333,17.23,0.00333333333333385
le3.6,1990-05-31,ap,m,m,m,FALSE,13.8233333333333,13.82,0.00333333333333385
cb6.4,1990-07-30,ap,p,p,p,FALSE,18.7666666666667,18.77,-0.00333333333333385
cb5.2,1990-07-30,ap,m,m,m,FALSE,12.5866666666667,12.59,-0.00333333333333385
wt5.1,1990-07-31,ap,m,m,m,FALSE,5.97333333333333,5.97,0.00333333333333385
cb6.4,1990-08-14,ap,m,m,m,FALSE,17.7333333333333,17.73,0.00333333333333385
cb6.4,1990-08-28,ap,m,m,m,FALSE,17.1333333333333,17.13,0.00333333333333385
cb4.3c,1990-08-28,ap,m,m,m,FALSE,14.0333333333333,14.03,0.00333333333333385
cb6.4,1990-09-11,ap,p,p,p,FALSE,18.6333333333333,18.63,0.00333333333333385
cb6.4,1991-03-13,ap,p,p,p,FALSE,18.2333333333333,18.23,0.00333333333333385
cb4.3c,1991-05-21,ap,m,m,m,FALSE,9.62333333333333,9.62,0.00333333333333385
le2.2,1991-07-08,ap,m,m,m,FALSE,11.8966666666667,11.9,-0.00333333333333385
le1.1,1991-09-09,ap,m,m,m,FALSE,14.4866666666667,14.49,-0.00333333333333385
le2.2,1991-09-16,ap,m,m,m,FALSE,15.9266666666667,15.93,-0.00333333333333385
le1.1,1991-09-23,ap,m,m,m,FALSE,15.1133333333333,15.11,0.00333333333333385
le2.2,1992-03-10,ap,m,m,m,FALSE,14.7566666666667,14.76,-0.00333333333333385
wt5.1,1992-03-17,ap,m,m,m,FALSE,14.2366666666667,14.24,-0.00333333333333385
cb3.3c,1992-04-15,ap,m,m,m,FALSE,11.0833333333333,11.08,0.00333333333333385
et5.2,1992-04-28,ap,m,m,m,FALSE,11.3866666666667,11.39,-0.00333333333333385
cb3.3c,1992-04-28,ap,o,o,o,FALSE,4.88333333333333,4.88,0.00333333333333385
le2.2,1992-05-11,ap,m,m,m,FALSE,11.5433333333333,11.54,0.00333333333333385
cb6.4,1992-07-06,ap,p,p,p,FALSE,21.7666666666667,21.77,-0.00333333333333385
le2.2,1992-07-20,ap,m,m,m,FALSE,12.1233333333333,12.12,0.00333333333333385
le2.2,1992-08-10,ap,m,m,m,FALSE,12.3733333333333,12.37,0.00333333333333385
cb5.2,1992-08-11,ap,m,m,m,FALSE,16.0166666666667,16.02,-0.00333333333333385
wt5.1,1992-08-11,ap,m,m,m,FALSE,8.10333333333333,8.1,0.00333333333333385
cb6.4,1992-09-08,ap,p,p,p,FALSE,20.8666666666667,20.87,-0.00333333333333385
cb3.3c,1992-09-28,ap,m,m,m,FALSE,12.6466666666667,12.65,-0.00333333333333385
cb4.3c,1993-03-10,ap,m,m,m,FALSE,13.6366666666667,13.64,-0.00333333333333385
sbe5,1993-03-11,ap,m,m,m,FALSE,11.8333333333333,11.83,0.00333333333333385
cb6.4,1993-03-12,ap,p,p,p,FALSE,18.6666666666667,18.67,-0.00333333333333385
cb6.4,1993-05-10,ap,m,m,m,FALSE,13.4333333333333,13.43,0.00333333333333385
et5.2,1993-05-11,ap,m,m,m,FALSE,6.81333333333333,6.81,0.00333333333333385
le1.1,1993-07-19,ap,m,m,m,FALSE,10.4333333333333,10.43,0.00333333333333385
cb4.3c,1993-08-10,ap,m,m,m,FALSE,13.4833333333333,13.48,0.00333333333333385
et5.2,1993-09-14,ap,m,m,m,FALSE,11.7266666666667,11.73,-0.00333333333333385
cb6.4,1993-09-15,ap,p,p,p,FALSE,25.4333333333333,25.43,0.00333333333333385
le1.1,1994-03-14,ap,m,m,m,FALSE,8.34333333333333,8.34,0.00333333333333385
cb6.4,1994-04-05,ap,m,m,m,FALSE,14.1666666666667,14.17,-0.00333333333333385
cb6.4,1994-07-13,ap,p,p,p,FALSE,20.0333333333333,20.03,0.00333333333333385
cb6.4,1994-08-19,ap,p,p,p,FALSE,20.7666666666667,20.77,-0.00333333333333385
sbe5,1995-03-07,ap,m,m,m,FALSE,14.0666666666667,14.07,-0.00333333333333385
cb4.3c,1995-03-21,ap,m,m,m,FALSE,13.4133333333333,13.41,0.00333333333333385
cb6.4,1995-04-25,ap,p,p,p,FALSE,22.1333333333333,22.13,0.00333333333333385
et5.2,1995-05-09,ap,m,m,m,FALSE,10.4233333333333,10.42,0.00333333333333385
cb6.4,1995-05-09,ap,p,p,p,FALSE,20.3666666666667,20.37,-0.00333333333333385
cb6.4,1995-07-10,ap,p,p,p,FALSE,19.5333333333333,19.53,0.00333333333333385
et5.2,1995-07-11,ap,m,m,m,FALSE,11.7166666666667,11.72,-0.00333333333333385
cb6.4,1995-08-14,ap,p,p,p,FALSE,21.6666666666667,21.67,-0.00333333333333385
le2.2,1995-08-21,ap,m,m,m,FALSE,14.0733333333333,14.07,0.00333333333333385
cb6.4,1995-09-05,ap,p,p,p,FALSE,22.7666666666667,22.77,-0.00333333333333385
et5.2,1995-09-19,ap,m,m,m,FALSE,13.5933333333333,13.59,0.00333333333333385
sbe5,1996-04-23,ap,m,m,m,FALSE,9.43333333333333,9.43,0.00333333333333385
sbe5,1996-05-07,ap,m,m,m,FALSE,16.2666666666667,16.27,-0.00333333333333385
cb6.4,1996-07-09,ap,p,p,p,FALSE,20.3333333333333,20.33,0.00333333333333385
le3.6,1996-07-09,ap,m,m,m,FALSE,13.0333333333333,13.03,0.00333333333333385
cb6.4,1996-07-24,ap,m,m,m,FALSE,17.5333333333333,17.53,0.00333333333333385
et5.2,1996-08-06,ap,m,m,m,FALSE,6.14666666666667,6.15,-0.00333333333333385
sbe5,1996-08-20,ap,m,m,m,FALSE,14.3333333333333,14.33,0.00333333333333385
cb6.4,1996-08-26,ap,p,p,p,FALSE,18.3666666666667,18.37,-0.00333333333333385
cb6.4,1996-09-09,ap,p,p,p,FALSE,19.0666666666667,19.07,-0.00333333333333385
le3.6,1996-09-09,ap,m,m,m,FALSE,14.0666666666667,14.07,-0.00333333333333385
sbe5,1996-09-24,ap,m,m,m,FALSE,13.2666666666667,13.27,-0.00333333333333385
cb7.4,1997-04-05,ap,p,p,p,FALSE,26.8333333333333,26.83,0.00333333333333385
le3.6,1997-05-14,ap,m,m,m,FALSE,12.4966666666667,12.5,-0.00333333333333385
we4.2,1997-05-14,ap,m,m,m,FALSE,15.9433333333333,15.94,0.00333333333333385
cb4.3c,1997-05-29,ap,m,m,m,FALSE,9.96666666666667,9.97,-0.00333333333333385
le1.1,1997-07-07,ap,m,m,m,FALSE,9.76333333333333,9.76,0.00333333333333385
cb6.1,1997-07-15,ap,m,m,m,FALSE,16.1633333333333,16.16,0.00333333333333385
cb4.3c,1997-07-15,ap,m,m,m,FALSE,11.2433333333333,11.24,0.00333333333333385
we4.2,1997-07-15,ap,p,p,p,FALSE,19.8133333333333,19.81,0.00333333333333385
cb7.4,1997-07-16,ap,p,p,p,FALSE,26.4333333333333,26.43,0.00333333333333385
tf1.7,1997-07-21,wc,m,m,m,FALSE,5.14666666666667,5.15,-0.00333333333333385
cb2.2,1997-08-13,wc,m,m,m,FALSE,5.52333333333333,5.52,0.00333333333333385
we4.2,1998-03-23,ap,m,m,m,FALSE,11.5966666666667,11.6,-0.00333333333333385
le3.6,1998-05-18,ap,m,m,m,FALSE,8.47666666666667,8.48,-0.00333333333333385
cb7.3e,1998-05-20,ap,m,m,m,FALSE,17.5266666666667,17.53,-0.00333333333333385
we4.2,1998-07-06,ap,m,m,m,FALSE,16.3366666666667,16.34,-0.00333333333333385
et5.2,1998-07-07,ap,m,m,m,FALSE,6.48666666666667,6.49,-0.00333333333333385
le5.5-w,1998-08-10,ap,p,p,p,FALSE,20.0933333333333,20.09,0.00333333333333385
sbe5,1998-08-12,ap,p,m,m,FALSE,14.7633333333333,14.76,0.00333333333333385
le3.6,1998-09-01,ap,m,m,m,FALSE,16.3133333333333,16.31,0.00333333333333385
we4.2,1999-05-10,ap,p,p,p,FALSE,18.8566666666667,18.86,-0.00333333333333385
le2.2,1999-05-10,ap,m,m,m,FALSE,11.1533333333333,11.15,0.00333333333333385
et5.2,1999-05-25,ap,m,m,m,FALSE,10.8333333333333,10.83,0.00333333333333385
cb7.4,1999-07-06,ap,p,p,p,FALSE,29.8466666666667,29.85,-0.00333333333333385
cb5.2,1999-08-03,ap,m,m,m,FALSE,17.4166666666667,17.42,-0.00333333333333385
cb7.3e,1999-08-05,ap,p,p,p,FALSE,25.3833333333333,25.38,0.00333333333333385
sbe5,1999-08-24,ap,p,p,p,FALSE,20.0366666666667,20.04,-0.00333333333333385
le2.2,1999-09-21,ap,m,m,m,FALSE,14.3533333333333,14.35,0.00333333333333385
we4.2,1999-09-24,ap,p,p,p,FALSE,18.7833333333333,18.78,0.00333333333333385
cb7.3e,2000-03-14,ap,p,p,p,FALSE,23.0866666666667,23.09,-0.00333333333333385
cb7.4,2000-04-17,ap,p,p,p,FALSE,28.0966666666667,28.1,-0.00333333333333385
cb7.3e,2000-04-17,ap,p,p,p,FALSE,23.4966666666667,23.5,-0.00333333333333385
cb6.1,2000-04-27,ap,p,m,m,FALSE,14.7533333333333,14.75,0.00333333333333385
cb3.3c,2000-05-09,ap,m,m,m,FALSE,5.76333333333333,5.76,0.00333333333333385
cb7.4,2000-07-11,ap,p,p,p,FALSE,27.5466666666667,27.55,-0.00333333333333385
le5.5-w,2000-08-07,ap,p,p,p,FALSE,20.4066666666667,20.41,-0.00333333333333385
et5.2,2000-08-22,ap,m,m,m,FALSE,8.82333333333333,8.82,0.00333333333333385
le2.2,2000-09-11,ap,m,m,m,FALSE,12.0733333333333,12.07,0.00333333333333385
le1.1,2001-03-12,ap,m,m,m,FALSE,14.6866666666667,14.69,-0.00333333333333385
cb7.3e,2001-04-03,ap,p,p,p,FALSE,24.5633333333333,24.56,0.00333333333333385
